,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,128085,鸿达转债,-0.25%,80.8,0.0,0.23,0,9.5,BB,4.863,1.06,18.267,128085,119.07350000000001
1,110072,广汇转债,-0.78%,70.86,-0.83,19.48,0,9.22,AA+,5.532,0.48,33.7,未到转股期,118.42599999999999
2,127018,本钢转债,-1.31%,73.801,0.0,32.11,0,11.24,AAA,5.395,0.52,67.979,127018,108.5385
3,128127,文科转债,-0.79%,85.36,-0.73,12.35,0,6.71,AA-,5.537,0.79,9.5,未到转股期,107.8475
4,127027,靖远转债,-1.39%,85.55,-3.1,13.95,0,5.35,AA+,5.844,0.72,28.0,未到转股期,106.7775
5,128128,齐翔转2,-3.63%,92.6,-3.53,3.14,0,4.12,AA,5.537,1.5,29.9,未到转股期,105.673
7,113601,塞力转债,-0.38%,89.99,2.39,7.99,0,5.67,AA-,5.54,1.79,5.43,未到转股期,105.6155
8,128100,搜特转债,0.47%,75.3,2.55,35.63,1,9.31,AA,5.096,0.88,7.996,128100,105.1035
10,128081,海亮转债,-1.78%,90.212,-0.49,8.7,0,5.28,AA,4.795,1.63,31.5,128081,105.003
11,113039,嘉泽转债,-1.77%,91.52,-2.86,6.77,0,3.96,AA,5.551,1.74,13.0,未到转股期,104.7565
12,113609,永安转债,-0.91%,84.26,0.71,21.64,0,6.49,AA-,5.8,0.95,8.86,未到转股期,103.838
14,128066,亚泰转债,-0.34%,86.8,0.28,17.72,1,7.69,AA-,4.197,1.2,4.798,128066,103.45400000000001
15,113595,花王转债,-0.15%,84.42,-2.44,22.14,0,7.69,AA-,5.455,1.43,3.3,191595,103.40299999999999
16,128087,孚日转债,-0.25%,80.8,-0.25,29.2,0,7.27,AA,4.866,0.95,6.499,128087,103.14
18,123080,海波转债,-0.43%,90.604,-2.94,12.5,0,6.04,A+,5.822,2.35,2.45,未到转股期,102.521
21,113600,新星转债,-0.06%,83.88,-1.12,26.38,0,7.82,AA-,5.518,1.51,5.95,未到转股期,101.611
22,128143,锋龙转债,-3.36%,89.0,-4.15,17.43,0,5.55,A+,5.923,3.36,2.45,未到转股期,101.4135
24,113033,利群转债,-1.38%,96.53,-1.37,4.1,0,3.59,AA,5.151,1.24,17.998,191033,101.215
25,113568,新春转债,0.07%,89.0,1.83,18.71,0,7.08,AA-,5.079,1.09,3.299,191568,100.70949999999999
26,123089,九洲转2,0.17%,88.2,0.86,20.62,0,5.64,AA-,5.877,1.01,5.0,未到转股期,100.459
29,113578,全筑转债,-0.38%,89.49,2.25,18.81,0,5.63,AA,5.203,0.97,3.839,191578,100.1645
30,110070,凌钢转债,1.44%,91.43,1.4,15.34,0,5.13,AA,5.184,0.74,2.886,190070,100.133
38,113591,胜达转债,-1.95%,93.14,-9.12,16.4,1,5.28,AA-,5.4,2.11,5.497,191591,97.84
40,113505,杭电转债,-2.84%,93.99,-7.15,14.91,0,6.1,AA,3.079,1.51,7.498,191505,97.8095
51,123084,高澜转债,-0.12%,91.641,-4.14,21.62,0,5.12,A+,5.844,3.05,2.8,未到转股期,96.46799999999999
55,128082,华锋转债,0.41%,88.36,-0.49,27.9,1,6.98,A+,4.827,1.08,3.45,128082,96.295
59,123088,威唐转债,0.24%,84.9,3.01,35.31,0,6.48,A+,5.858,3.01,3.01,未到转股期,95.67949999999999
67,123028,清水转债,0.87%,81.2,-0.74,42.85,0,10.05,AA-,4.367,0.9,4.555,123028,95.23249999999999
