,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
2,127018,本钢转债,2.14%,77.153,1.37,31.11,0,10.38,AAA,5.356,0.55,67.978,127018,105.73649999999999
0,110072,广汇转债,4.26%,77.57,3.5,17.52,0,7.47,AA+,5.493,0.54,33.7,未到转股期,112.79400000000001
138,113527,维格转债,2.65%,80.22,3.49,66.35,1,10.89,AA,3.929,0.71,7.456,191527,83.2875
6,128100,搜特转债,9.00%,80.91,9.76,30.35,1,7.8,AA,5.058,0.99,7.996,128100,102.39750000000001
100,113596,城地转债,2.77%,83.14,5.96,55.18,0,6.03,AA-,5.436,1.49,12.0,191596,86.511
8,128087,孚日转债,1.44%,83.89,2.23,28.28,0,6.48,AA,4.827,0.99,6.499,128087,100.556
39,123088,威唐转债,2.70%,87.99,2.57,34.35,0,5.86,A+,5.819,3.14,3.01,未到转股期,93.1175
7,113595,花王转债,3.92%,88.78,7.26,19.0,0,6.73,AA-,5.416,1.54,3.3,191595,100.77
1,128085,鸿达转债,4.95%,89.0,4.15,-0.6,0,7.35,BB,4.825,1.25,17.475,128085,111.33
18,113600,新星转债,2.06%,89.1,2.51,24.05,0,6.67,AA-,5.479,1.64,5.95,191600,97.6725
96,123076,强力转债,1.74%,89.581,5.38,42.4,0,5.09,AA-,5.748,3.56,8.5,未到转股期,87.09899999999999
4,128127,文科转债,2.51%,89.699,2.12,10.99,0,5.78,AA-,5.499,0.84,9.5,未到转股期,104.2565
75,123028,清水转债,2.64%,90.027,5.17,37.89,0,7.46,AA-,4.329,1.03,4.555,123028,89.1335
98,123023,迪森转债,2.65%,90.5,3.91,40.96,0,6.17,AA,4.082,1.12,5.294,123023,86.972
82,128076,金轮转债,2.12%,90.684,2.85,37.14,0,5.33,AA-,4.652,0.91,2.138,128076,88.889
3,127027,靖远转债,2.50%,90.711,3.36,9.05,0,4.3,AA+,5.805,0.8,28.0,未到转股期,104.3115
63,123054,思特转债,2.95%,91.0,3.31,33.39,0,5.78,AA-,5.304,2.23,2.71,123054,90.6355
5,113609,永安转债,1.63%,91.15,1.8,9.19,0,5.06,AA-,5.762,1.15,8.86,未到转股期,103.79549999999999
136,110058,永鼎转债,3.44%,91.18,4.65,45.89,1,5.86,AA,4.153,1.57,2.613,190058,83.58049999999999
13,128066,亚泰转债,1.66%,91.39,3.59,17.68,1,6.4,AA-,4.159,1.26,4.798,128066,98.886
14,123089,九洲转2,2.00%,91.69,3.3,17.18,0,4.96,AA-,5.838,1.09,5.0,未到转股期,98.861
140,128118,瀛通转债,3.48%,92.0,2.95,44.98,0,5.56,AA-,5.364,1.93,3.0,128118,83.261
23,123085,万顺转2,1.72%,92.11,6.32,22.03,0,3.7,AA-,5.808,0.93,9.0,未到转股期,95.7735
61,113528,长城转债,1.08%,92.99,1.57,29.41,0,6.17,AA-,4.03,1.55,6.339,191528,90.8345
10,113534,鼎胜转债,2.97%,93.25,4.9,13.97,1,5.3,AA,4.134,1.42,11.986,191534,99.0665
49,113604,多伦转债,2.45%,93.27,5.35,26.79,0,4.23,AA-,5.647,2.98,6.4,未到转股期,91.9955
15,128143,锋龙转债,2.09%,93.3,4.19,14.29,0,4.73,A+,5.885,3.62,2.45,未到转股期,98.8405
44,123077,汉得转债,1.36%,93.35,2.41,25.85,0,5.37,AA,5.762,2.0,9.37,未到转股期,92.4325
117,113530,大丰转债,0.86%,93.39,2.85,39.12,0,6.82,AA,4.099,2.06,6.297,191530,85.094
22,123080,海波转债,1.95%,93.702,1.85,18.82,0,5.45,A+,5.784,2.3,2.45,未到转股期,95.947
19,113568,新春转债,2.10%,93.77,1.7,16.69,0,6.0,AA-,5.041,1.17,3.299,191568,97.0505
31,128082,华锋转债,3.68%,93.777,4.66,22.29,1,5.68,A+,4.789,1.2,3.45,128082,93.9635
43,113570,百达转债,2.11%,94.04,2.96,24.59,0,4.21,A+,5.055,1.87,2.8,191570,92.43549999999999
