,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,110072,广汇转债,-1.80%,78.58,-1.87,20.41,0,7.23,AA+,5.482,0.53,33.7,未到转股期,111.215
1,127018,本钢转债,0.17%,78.465,-0.97,28.57,0,10.04,AAA,5.345,0.57,67.977,127018,107.25
2,128100,搜特转债,-2.47%,78.998,-3.26,28.7,1,8.35,AA,5.047,0.97,7.996,128100,106.652
3,128127,文科转债,-0.54%,90.91,-1.3,7.29,0,5.53,AA-,5.488,0.88,9.5,未到转股期,105.44500000000001
4,128085,鸿达转债,-0.17%,94.722,0.0,-0.19,0,5.96,BB,4.814,1.32,15.793,128085,105.373
5,127027,靖远转债,-1.35%,91.548,-2.45,9.27,0,4.14,AA+,5.795,0.81,28.0,未到转股期,103.817
6,113609,永安转债,-1.52%,90.85,-3.36,10.71,0,5.13,AA-,5.751,1.13,8.86,未到转股期,103.795
7,128087,孚日转债,-0.60%,84.69,1.21,27.33,0,6.28,AA,4.816,1.01,6.499,128087,101.64500000000001
8,113601,塞力转债,-1.96%,94.1,-2.65,11.65,0,4.85,AA-,5.49,1.82,5.43,未到转股期,100.075
9,113595,花王转债,-0.95%,90.35,-2.78,19.49,0,6.39,AA-,5.405,1.56,3.3,191595,99.905
10,123089,九洲转2,-0.65%,92.3,-0.47,15.93,0,4.85,AA-,5.827,1.11,5.0,未到转股期,99.735
11,113033,利群转债,-0.99%,98.96,-0.75,4.16,0,3.11,AA,5.101,1.27,17.998,191033,98.96000000000001
12,113039,嘉泽转债,-0.10%,97.78,0.31,6.75,0,2.73,AA,5.499,1.85,13.0,未到转股期,98.845
13,113600,新星转债,-0.33%,90.78,0.11,20.81,0,6.31,AA-,5.468,1.71,5.95,191600,98.815
14,128066,亚泰转债,3.92%,96.06,10.07,10.33,1,5.11,AA-,4.148,1.41,4.798,128066,98.77499999999999
15,113557,森特转债,-0.81%,95.37,-0.81,12.37,0,5.04,AA-,4.819,1.93,5.999,191557,98.445
16,128140,润建转债,-1.01%,97.997,-1.55,8.05,0,2.89,AA,5.786,1.79,10.9,未到转股期,97.978
17,113610,灵康转债,-0.89%,97.87,-0.13,8.46,0,3.84,AA-,5.77,4.16,5.25,未到转股期,97.89999999999999
18,123080,海波转债,-0.81%,93.937,-2.21,16.92,0,5.42,A+,5.773,2.35,2.45,未到转股期,97.60300000000001
19,113534,鼎胜转债,-0.08%,95.42,-0.47,14.23,1,4.72,AA,4.123,1.44,11.986,191534,97.465
20,113549,白电转债,-1.57%,96.48,-1.55,12.29,0,3.82,AA,4.726,1.37,8.799,191549,97.375
21,128143,锋龙转债,0.38%,94.57,0.69,16.48,0,4.49,A+,5.874,3.6,2.45,未到转股期,97.19000000000001
22,113568,新春转债,-0.69%,93.9,-0.56,18.34,0,5.98,AA-,5.03,1.16,3.299,191568,96.92999999999999
23,123085,万顺转2,-0.58%,92.453,-2.06,21.46,0,3.64,AA-,5.797,0.94,9.0,未到转股期,96.817
24,110074,精达转债,-1.40%,99.62,-0.29,7.66,0,3.08,AA,5.485,1.82,7.87,未到转股期,96.55
25,113591,胜达转债,-0.88%,97.08,-2.71,12.95,1,4.5,AA-,5.351,2.26,5.497,191591,96.44500000000001
26,123069,金诺转债,1.64%,100.32,5.82,6.73,0,4.2,AA-,5.644,2.45,3.68,未到转股期,96.31500000000001
27,128139,祥鑫转债,-0.03%,97.426,1.1,13.01,0,3.9,AA-,5.77,2.86,6.47,未到转股期,96.069
28,128105,长集转债,-0.85%,98.652,-1.93,12.53,0,3.16,AA,5.123,1.99,7.999,128105,95.083
29,123068,弘信转债,-1.16%,99.459,-0.3,11.21,0,3.65,AA-,5.641,3.86,5.7,未到转股期,94.93599999999999
30,113604,多伦转债,-3.24%,92.21,-4.02,25.83,0,4.45,AA-,5.636,2.97,6.4,未到转股期,94.875
31,128081,海亮转债,-1.99%,100.618,-1.53,9.12,0,2.89,AA,4.745,1.81,31.5,128081,94.822
32,110070,凌钢转债,-0.26%,99.5,-0.41,11.68,0,3.42,AA,5.134,0.83,2.886,190070,94.66
33,123082,北陆转债,-1.77%,102.16,-1.73,6.36,1,3.14,A+,5.789,2.65,5.0,未到转股期,94.66
34,123084,高澜转债,-0.52%,95.0,-1.43,20.85,0,4.5,A+,5.795,3.18,2.8,未到转股期,94.575
35,123087,明电转债,-1.64%,101.853,-1.38,7.27,1,3.1,AA-,5.808,3.21,6.73,未到转股期,94.512
36,123088,威唐转债,0.20%,88.624,0.73,33.83,0,5.73,A+,5.808,3.17,3.01,未到转股期,94.46100000000001
37,110068,龙净转债,-2.31%,96.62,-1.46,18.48,0,3.56,AA+,5.079,1.55,19.998,190068,94.14
38,123077,汉得转债,-0.58%,94.002,0.0,23.98,0,5.25,AA,5.751,2.05,9.37,未到转股期,94.00800000000001
39,123004,铁汉转债,-1.60%,96.337,-2.22,19.48,1,4.48,AA,2.816,1.43,8.032,123004,93.923
40,128082,华锋转债,-0.75%,95.21,-2.45,21.85,1,5.35,A+,4.778,1.23,3.45,128082,93.86500000000001
41,128026,众兴转债,-1.79%,94.28,-2.47,24.36,0,5.51,AA-,2.803,1.2,9.194,128026,93.53999999999999
42,113505,杭电转债,-0.41%,98.83,-0.65,15.31,0,4.42,AA,3.03,1.58,7.498,191505,93.515
43,113570,百达转债,-0.50%,94.18,-1.8,24.64,0,4.19,A+,5.044,1.87,2.8,191570,93.5
44,113528,长城转债,-1.49%,91.9,-0.83,29.36,0,6.51,AA-,4.019,1.53,6.339,191528,93.41999999999999
45,123063,大禹转债,-3.38%,104.41,-2.4,5.48,0,3.68,AA-,5.425,2.43,6.379,123063,92.85000000000001
46,123028,清水转债,-1.09%,89.94,-1.74,34.62,0,7.5,AA-,4.318,1.05,4.555,123028,92.75
47,128120,联诚转债,-1.05%,94.5,-1.03,25.56,0,4.38,A,5.395,1.79,2.6,128120,92.72
48,128039,三力转债,-0.29%,103.6,-0.18,7.68,1,1.82,AA-,3.288,1.7,2.025,128039,92.56
49,113578,全筑转债,-0.39%,97.35,-1.79,20.41,0,3.94,AA,5.153,1.04,3.839,191578,92.44500000000001
50,128093,百川转债,-0.75%,106.0,0.5,3.18,0,4.41,AA-,4.863,2.21,5.196,128093,92.41
51,127026,超声转债,-1.47%,95.509,-1.5,24.6,0,3.02,AA,5.789,1.44,7.0,未到转股期,92.191
52,113612,永冠转债,-0.45%,105.03,-1.1,5.85,0,2.56,AA-,5.789,2.33,5.2,未到转股期,92.045
53,123054,思特转债,-0.97%,91.6,-1.31,33.31,0,5.66,AA-,5.293,2.25,2.71,123054,91.745
54,123049,维尔转债,-0.94%,103.711,-0.56,9.11,0,3.77,AA-,5.134,1.32,9.17,123049,91.73400000000001
55,123024,岱勒转债,-1.18%,100.799,-1.89,14.98,1,3.85,A+,3.074,2.47,2.098,123024,91.711
56,113567,君禾转债,-0.14%,100.3,1.02,16.1,0,3.61,A+,5.025,2.86,2.1,191567,91.65
57,123092,天壕转债,-0.20%,100.6,-0.66,15.74,0,3.38,A+,5.833,1.15,4.23,未到转股期,91.53
58,113565,宏辉转债,-1.41%,103.42,-2.6,10.61,0,2.77,AA-,5.008,3.21,2.254,191565,91.275
59,128051,光华转债,-0.24%,108.099,0.0,1.78,1,1.62,AA-,3.808,3.97,2.473,128051,91.011
60,123010,博世转债,-1.14%,95.698,-1.71,26.63,1,4.98,AA-,3.364,1.5,4.296,123010,90.98700000000001
61,113588,润达转债,-0.66%,98.96,-1.36,21.41,0,2.79,AA,5.312,2.03,5.499,191588,90.33500000000001
62,113014,林洋转债,-0.55%,103.89,-1.0,12.02,0,1.95,AA,2.674,1.25,29.997,191014,90.1
63,128083,新北转债,-2.01%,100.9,-0.3,18.05,0,2.8,AA,4.803,1.88,8.769,128083,90.07499999999999
64,128040,华通转债,-1.01%,107.899,-2.01,4.07,0,1.24,AA-,3.304,7.77,2.222,128040,90.066
65,123059,银信转债,-0.21%,97.798,-1.52,24.41,0,4.62,AA-,5.389,2.49,3.91,123059,89.997
