,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
6,128053,尚荣转债,0.43%,121.304,1.56,-8.09,0,-0.88,AA,5.83,7.500,未到转股期,86.786
8,113521,科森转债,-6.00%,118.32,-2.03,-4.68,0,-0.41,AA,5.584,6.100,未到转股期,86.36000000000001
4,123018,溢利转债,0.24%,116.531,0.59,-4.39,0,-0.19,AA-,5.677,6.650,未到转股期,87.859
5,113527,维格转债,0.33%,115.75,0.51,-2.61,0,0.74,AA,5.77,7.460,未到转股期,86.86
10,128049,华源转债,0.17%,115.606,1.95,-1.45,0,0.01,AA-,5.614,4.000,未到转股期,85.84400000000001
20,110047,山鹰转债,0.05%,116.91,0.0,-0.89,0,0.25,AA+,5.597,23.000,未到转股期,83.98
1,128056,今飞转债,-0.23%,111.25,0.0,-0.2,0,1.56,A+,5.868,3.680,未到转股期,88.95
12,113526,联泰转债,-0.37%,114.28,-1.26,-0.09,0,-0.5,AA,5.767,3.900,未到转股期,85.81
14,128057,博彦转债,0.01%,114.357,0.0,-0.02,0,0.49,AA-,5.882,5.758,未到转股期,85.663
26,128034,江银转债,0.06%,116.736,0.18,0.06,2,-1.33,AA+,4.775,17.591,128034,83.204
13,113505,杭电转债,3.11%,114.1,5.19,0.1,0,-0.24,AA,4.882,7.799,191505,85.80000000000001
3,123023,迪森转债,0.53%,110.478,1.38,0.79,0,0.74,AA,5.923,6.000,未到转股期,88.732
24,123004,铁汉转债,-0.85%,115.475,-0.65,1.04,1,-0.99,AA,4.668,8.348,123004,83.485
25,113513,安井转债,0.55%,114.84,2.25,1.94,0,-0.3,AA-,5.236,4.999,191513,83.22
2,123024,岱勒转债,-0.02%,108.78,0.84,2.32,0,0.86,A+,4.926,2.100,未到转股期,88.9
11,113514,威帝转债,-0.78%,111.27,-1.39,2.92,0,0.05,A+,4.255,1.999,191514,85.81
19,123011,德尔转债,1.65%,112.8,1.48,2.99,0,0.81,AA-,5.252,5.556,123011,84.21000000000001
27,128040,华通转债,0.00%,113.899,0.0,3.01,0,-0.1,AA-,5.156,2.238,128040,83.091
TOTAL,,,,114.59366666666668,,-0.4027777777777778,,,,,,,
