,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
2,128069,华森转债,-0.99%,106.55,-4.08,4.98,0,2.29,AA-,5.534,7.11,3.0,未到转股期,89.715
4,128066,亚泰转债,0.48%,106.521,-0.07,5.74,1,1.98,AA-,5.348,1.69,4.8,128066,89.174
11,128044,岭南转债,0.08%,99.438,0.61,19.65,1,2.59,AA,4.674,1.59,6.593,128044,85.8245
15,113541,荣晟转债,0.36%,101.99,1.37,17.13,0,2.29,AA-,5.611,2.02,3.3,未到转股期,85.16250000000001
16,128056,今飞转债,0.48%,98.15,1.12,22.33,0,4.31,A+,5.216,1.87,3.68,128056,85.10249999999999
19,113514,威帝转债,0.99%,114.29,0.74,1.34,0,-0.79,A+,3.603,3.48,0.987,191514,84.705
23,128070,智能转债,0.06%,101.867,0.0,20.4,0,2.76,A+,5.556,3.67,2.3,未到转股期,82.833
25,113027,华钰转债,0.36%,101.95,0.59,20.84,0,2.29,AA,5.504,2.11,6.4,未到转股期,82.42
30,123023,迪森转债,0.22%,98.787,1.27,26.84,0,3.04,AA,5.271,1.3,6.0,123023,81.083
32,127003,海印转债,0.31%,104.0,1.17,20.4,2,3.57,AA,2.488,1.58,9.415,127003,80.7
38,113537,文灿转债,0.54%,107.52,1.16,16.71,0,2.39,AA-,5.493,1.81,8.0,未到转股期,79.9475
43,113528,长城转债,0.94%,99.14,4.18,29.19,0,3.5,AA-,5.219,1.75,6.339,191528,78.9675
45,123011,德尔转债,0.00%,121.35,-0.14,0.12,0,-0.79,AA-,4.6,2.23,3.898,123011,78.56
69,123004,铁汉转债,0.19%,99.583,-0.34,33.45,1,2.63,AA,4.016,1.08,8.332,123004,75.3295
86,128018,时达转债,0.17%,95.806,1.41,41.9,1,3.75,AA,3.901,1.17,8.823,128018,72.769
120,128050,钧达转债,0.43%,97.536,0.07,45.0,0,4.94,AA-,4.997,2.02,3.199,128050,68.714
138,128015,久其转债,0.06%,95.775,0.17,53.11,1,4.63,A+,3.488,3.8,7.796,128015,64.3925
187,128062,亚药转债,0.12%,89.996,-0.3,119.92,0,5.7,AA,5.307,1.32,9.648,128062,20.064000000000007
TOTAL,,,,102.23605555555555,0.4961111111111111,27.725,,2.837777777777778,,,,,,
