,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,128085,鸿达转债,-1.15%,81.357,-1.95,5.95,0,9.17,AA,4.948,1.01,24.189,128085,114.1805
1,127018,本钢转债,-0.68%,79.088,-1.25,25.9,0,9.61,AAA,5.479,0.58,67.993,127018,101.48700000000001
4,128100,搜特转债,0.00%,89.891,-0.91,19.58,1,5.39,AA,5.181,1.2,7.998,128100,95.42399999999999
5,110072,广汇转债,-0.39%,86.65,-2.09,24.27,0,5.17,AA+,5.616,0.56,33.7,未到转股期,95.1475
6,128128,齐翔转2,0.06%,104.016,0.24,1.79,0,1.88,AA,5.622,1.71,29.9,未到转股期,94.6415
11,113039,嘉泽转债,-1.11%,107.51,-0.8,3.45,0,0.92,AA,5.636,2.1,13.0,未到转股期,89.90249999999999
12,128026,众兴转债,-1.92%,104.16,-3.83,7.93,0,1.68,AA-,2.937,1.53,9.194,128026,89.8925
14,113601,塞力转债,-0.25%,105.16,-0.77,6.92,0,2.63,AA-,5.625,2.12,5.43,未到转股期,89.65
15,110070,凌钢转债,-1.28%,102.61,-3.41,10.65,0,2.72,AA,5.268,0.87,4.399,190070,89.4025
17,113595,花王转债,-0.08%,94.92,0.0,23.35,0,5.26,AA-,5.54,1.59,3.3,未到转股期,87.5675
18,113033,利群转债,-0.12%,105.85,-1.87,8.8,0,1.68,AA,5.236,1.3,18.0,191033,87.55000000000001
19,113591,胜达转债,0.25%,101.65,0.32,14.57,1,3.49,AA-,5.485,2.34,5.5,未到转股期,87.4225
20,113505,杭电转债,-0.70%,101.98,1.61,15.21,0,3.17,AA,3.164,1.63,7.499,191505,86.6125
24,113568,新春转债,-0.08%,100.53,-0.65,17.85,0,4.39,AA-,5.164,1.24,3.299,191568,86.0825
33,123028,清水转债,-0.95%,100.302,-1.88,20.08,0,4.59,AA-,4.452,1.3,4.555,123028,84.63799999999999
50,123004,铁汉转债,-0.13%,97.68,-0.98,27.89,1,3.77,AA,2.951,1.18,8.032,123004,81.40249999999999
54,110064,建工转债,-0.66%,100.44,0.0,24.72,0,3.7,AA+,4.956,0.79,16.598,190064,81.02000000000001
57,128087,孚日转债,0.55%,93.5,-0.9,34.18,0,3.96,AA,4.951,1.06,6.499,128087,80.86500000000001
74,128120,联诚转债,-0.69%,100.523,-1.88,26.86,0,3.08,A,5.529,1.88,2.6,未到转股期,79.33200000000001
85,113600,新星转债,-0.56%,96.37,-2.1,33.16,0,5.0,AA-,5.603,1.65,5.95,未到转股期,78.75999999999999
86,128081,海亮转债,-0.77%,99.097,-0.13,29.66,0,3.14,AA,4.879,1.5,31.5,128081,78.658
92,128018,时达转债,-0.23%,102.37,-1.15,26.18,1,2.37,AA,2.836,1.38,8.822,128018,77.995
105,128032,双环转债,1.16%,100.796,-0.26,31.69,0,2.81,AA,2.97,1.47,9.995,128032,75.4365
110,113017,吉视转债,-0.63%,94.93,-0.5,40.72,0,4.75,AA+,2.975,0.89,15.591,191017,74.53
115,113527,维格转债,0.10%,82.4,-0.39,58.52,1,10.03,AA,4.052,0.77,7.456,191527,73.71
117,113024,核建转债,3.26%,105.26,10.03,28.26,0,1.0,AAA,4.255,1.3,29.957,191024,73.54499999999999
123,113528,长城转债,0.34%,100.47,-1.91,35.02,0,3.97,AA-,4.153,1.6,6.339,191528,73.265
156,113596,城地转债,1.75%,93.1,1.87,51.26,0,3.71,AA-,5.559,1.71,12.0,未到转股期,68.45500000000001
157,128132,交建转债,0.65%,92.786,1.43,51.69,0,4.29,AA,5.693,2.88,8.5,未到转股期,68.4465
164,113535,大业转债,0.00%,96.3,-0.98,48.15,0,5.01,AA,3.34,1.35,4.999,191535,67.5875
178,110058,永鼎转债,0.31%,101.01,-1.69,45.86,1,3.13,AA,4.277,1.72,2.614,190058,64.595
183,123011,德尔转债,-0.42%,98.102,-2.44,51.07,0,5.04,AA-,3.534,1.12,2.507,123011,63.595499999999994
184,128023,亚太转债,-0.31%,97.5,-2.79,52.06,0,4.72,AA,2.912,1.87,9.992,128023,63.455
189,128044,岭南转债,0.75%,92.148,-2.29,59.7,1,5.49,AA,3.608,1.03,6.592,128044,63.077
197,113589,天创转债,0.24%,87.4,0.15,68.04,0,5.31,AA,5.466,1.23,6.0,191589,61.56999999999999
231,127019,国城转债,-0.18%,83.271,-3.76,85.09,0,6.16,AA,5.523,4.57,8.5,未到转股期,52.9115
251,110045,海澜转债,0.38%,98.32,1.59,80.8,0,3.59,AA+,3.521,2.08,29.498,190045,41.08000000000001
262,128015,久其转债,-0.50%,97.112,-2.33,99.7,1,5.69,A+,2.422,3.81,7.796,128015,28.113
274,128037,岩土转债,-0.36%,96.164,-1.3,152.73,0,5.1,AA,3.192,1.3,6.031,128037,-10.711499999999987
275,128062,亚药转债,-0.59%,68.099,-2.46,209.96,0,14.61,A-,4.241,3.64,9.64,128062,-25.56899999999999
TOTAL,,,,96.02055,-0.8102499999999999,41.48175,,4.5295000000000005,,,,,,
