,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,128085,鸿达转债,-2.44%,75.963,-2.45,6.73,0,10.78,AA,4.926,0.94,24.189,128085,120.67200000000001
1,110072,广汇转债,-4.00%,76.5,-1.86,16.78,0,7.6,AA+,5.595,0.53,33.7,未到转股期,115.11
2,127018,本钢转债,-0.36%,77.729,-0.33,27.77,0,10.01,AAA,5.458,0.57,67.984,127018,108.386
3,128127,文科转债,-1.90%,90.098,-1.77,8.73,0,5.58,AA-,5.6,0.86,9.5,未到转股期,105.537
4,128100,搜特转债,-4.29%,88.39,-6.67,14.43,1,5.77,AA,5.159,1.23,7.996,128100,104.395
5,113609,永安转债,-0.83%,89.21,-2.66,17.98,0,5.37,AA-,5.863,1.04,8.86,未到转股期,101.80000000000001
7,113601,塞力转债,-2.64%,95.35,-2.5,9.03,0,4.49,AA-,5.603,1.88,5.43,未到转股期,100.135
8,123089,九洲转2,-1.89%,92.0,-6.9,16.09,0,4.82,AA-,5.94,1.1,5.0,未到转股期,99.955
11,110070,凌钢转债,-3.19%,94.48,-1.71,12.97,0,4.4,AA,5.247,0.78,4.399,190070,99.035
14,113595,花王转债,-3.48%,86.31,-3.2,31.94,0,7.16,AA-,5.518,1.35,3.3,未到转股期,97.72
16,113039,嘉泽转债,-4.07%,97.68,-5.93,10.01,0,2.7,AA,5.614,1.8,13.0,未到转股期,97.315
18,113033,利群转债,-1.59%,100.86,-0.59,4.74,0,2.66,AA,5.214,1.29,18.0,191033,96.77
19,123028,清水转债,-2.49%,91.65,-4.13,23.17,0,6.83,AA-,4.43,1.17,4.555,123028,96.76499999999999
20,128087,孚日转债,-1.28%,88.889,-2.05,30.23,0,5.07,AA,4.929,1.04,6.499,128087,95.99600000000001
21,113568,新春转债,-2.29%,92.53,-3.47,23.6,0,6.16,AA-,5.142,1.09,3.299,191568,95.67
29,123080,海波转债,-1.00%,90.52,0.69,29.64,0,5.99,A+,5.885,2.04,2.45,未到转股期,94.66
35,128120,联诚转债,-1.28%,93.64,1.28,24.97,0,4.46,A,5.507,1.78,2.6,未到转股期,93.875
36,113591,胜达转债,-1.71%,96.18,-3.24,20.34,1,4.58,AA-,5.463,2.11,5.5,191591,93.64999999999999
37,113505,杭电转债,0.20%,101.8,4.55,9.14,0,3.25,AA,3.142,1.72,7.499,191505,93.63
38,113600,新星转债,-2.72%,86.57,-4.65,39.79,0,7.11,AA-,5.581,1.41,5.95,未到转股期,93.53500000000001
42,128026,众兴转债,-2.34%,97.5,-4.37,18.76,0,4.06,AA-,2.915,1.3,9.194,128026,93.12
53,128128,齐翔转2,0.87%,109.448,2.49,-0.59,0,0.95,AA,5.6,1.84,29.9,未到转股期,90.84700000000001
59,128081,海亮转债,-0.45%,96.477,0.41,27.59,0,3.74,AA,4.858,1.49,31.5,128081,89.728
73,128018,时达转债,-1.24%,95.833,-2.9,32.66,1,4.86,AA,2.814,1.22,8.822,128018,87.837
77,128118,瀛通转债,-1.92%,89.942,-4.53,45.14,0,5.9,AA-,5.466,1.88,3.0,128118,87.488
83,123004,铁汉转债,-1.06%,94.496,-3.18,37.26,1,5.0,AA,2.929,1.06,8.032,123004,86.87400000000001
96,110064,建工转债,-0.38%,99.82,-0.28,29.6,0,3.85,AA+,4.934,0.75,16.598,190064,85.38000000000001
103,110058,永鼎转债,-2.46%,91.16,-1.27,47.73,1,5.72,AA,4.255,1.55,2.614,190058,84.97500000000001
