,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
59,128128,齐翔转2,-0.37%,114.6,-0.3,-5.8,0,0.11,AA,5.567,2.03,29.9,未到转股期,88.30000000000001
74,128130,景兴转债,-1.58%,112.015,-0.79,1.29,0,0.49,AA,5.6,0.89,12.8,未到转股期,87.34
61,128051,光华转债,-1.34%,110.156,-1.95,3.18,1,1.09,AA-,3.888,3.99,2.489,128051,88.25399999999999
55,123051,今天转债,0.22%,109.737,1.08,3.18,0,2.17,A+,5.356,3.15,2.795,123051,88.673
68,113541,荣晟转债,-0.80%,110.39,-2.3,3.57,1,0.94,AA-,4.49,1.97,2.745,191541,87.825
0,128085,鸿达转债,-1.12%,82.41,-4.32,4.21,0,8.98,AA,4.893,1.04,24.187,128085,115.485
43,128040,华通转债,-0.18%,107.185,-1.31,4.65,0,1.42,AA-,3.384,7.67,2.223,128040,90.49
11,113610,灵康转债,-1.20%,98.68,-0.6,4.87,0,3.63,AA-,5.849,4.34,5.25,未到转股期,98.88499999999999
20,113033,利群转债,-0.20%,101.7,-0.59,5.0,0,2.51,AA,5.181,1.3,18.0,191033,95.8
63,128094,星帅转债,-0.07%,109.225,-0.48,5.23,0,2.12,A+,4.978,2.88,2.796,128094,88.16000000000001
141,113034,滨化转债,0.17%,117.5,1.36,5.34,0,-0.4,AA,5.205,1.28,19.322,191034,79.83
118,113536,三星转债,0.41%,114.53,1.58,5.62,0,0.06,AA,4.345,2.69,1.491,191536,82.66
27,113505,杭电转债,-0.20%,102.89,2.36,5.85,0,2.92,AA,3.11,1.79,7.499,191505,94.185
38,123073,同和转债,-1.50%,104.904,-3.18,6.47,1,2.78,A+,5.753,3.99,3.6,未到转股期,91.861
108,128057,博彦转债,-0.58%,113.138,-2.74,6.89,0,0.86,AA-,4.11,1.68,5.097,128057,83.417
25,123092,天壕转债,0.07%,100.402,-4.41,9.45,0,3.37,A+,5.912,1.22,4.23,未到转股期,94.873
70,113016,小康转债,-0.76%,107.48,0.33,9.79,1,0.61,AA,2.781,3.26,6.037,191016,87.625
39,113039,嘉泽转债,5.31%,103.34,10.16,9.8,0,1.66,AA,5.581,1.91,13.0,未到转股期,91.75999999999999
78,113572,三祥转债,-2.74%,108.44,-3.98,9.99,0,0.86,A+,5.126,4.23,1.698,191572,86.565
102,128133,奇正转债,-0.76%,110.801,-1.91,10.29,0,1.03,AA,5.658,6.2,8.0,未到转股期,84.054
3,128127,文科转债,-1.62%,90.8,-2.43,10.31,0,5.47,AA-,5.567,0.85,9.5,未到转股期,104.045
136,128090,汽模转2,-1.84%,114.65,-5.0,10.45,0,0.04,AA,4.923,1.57,3.105,128090,80.125
101,123002,国祯转债,-0.96%,110.651,-1.51,10.52,1,-0.6,AA,2.83,1.55,2.522,123002,84.089
46,123067,斯莱转债,0.31%,104.997,-0.78,10.66,0,2.63,AA-,5.644,4.64,3.88,未到转股期,89.673
117,123007,道氏转债,0.18%,111.88,-1.31,10.92,1,-0.49,AA-,2.923,2.79,3.039,123007,82.66000000000001
14,113601,塞力转债,-1.47%,97.05,-3.33,11.35,0,4.18,AA-,5.57,1.88,5.43,未到转股期,97.275
138,110034,九州转债,-1.31%,114.22,-2.39,11.48,0,-5.6,AA+,0.973,1.67,14.991,190034,80.04
4,127027,靖远转债,-1.88%,91.4,-3.19,11.49,0,4.11,AA+,5.874,0.79,28.0,未到转股期,102.85499999999999
36,113612,永冠转债,-1.17%,102.21,-4.27,11.55,0,3.01,AA-,5.868,2.15,5.2,未到转股期,92.015
41,128039,三力转债,-1.05%,103.3,-1.47,11.56,1,1.87,AA-,3.367,1.64,2.025,128039,90.92
127,123052,飞鹿转债,-2.33%,112.333,-4.15,12.11,0,2.42,A+,5.359,2.35,1.769,123052,81.612
80,113030,东风转债,-0.65%,107.36,1.73,12.18,0,1.78,AA,4.912,2.04,2.949,191030,86.55
7,123089,九洲转2,-1.89%,93.6,-3.47,12.26,0,4.53,AA-,5.907,1.16,5.0,未到转股期,100.27000000000001
100,128021,兄弟转债,-1.01%,109.39,-3.99,12.43,1,-0.19,AA,2.841,2.15,2.654,128021,84.395
22,113591,胜达转债,-3.04%,98.61,-6.14,12.48,1,4.12,AA-,5.43,2.31,5.498,191591,95.15
50,128107,交科转债,-1.57%,104.56,-1.39,12.77,0,1.92,AA+,5.241,0.84,24.999,128107,89.05499999999999
17,113534,鼎胜转债,-0.40%,97.13,-1.29,13.15,1,4.17,AA,4.203,1.48,11.986,191534,96.295
12,123080,海波转债,0.12%,94.7,0.75,13.6,0,5.19,A+,5.852,2.44,2.45,未到转股期,98.5
37,128093,百川转债,0.39%,101.197,3.57,13.79,0,5.35,AA-,4.942,1.92,5.197,128093,91.908
19,128140,润建转债,-0.75%,96.97,-3.34,14.12,0,3.04,AA,5.866,1.68,10.9,未到转股期,95.97
142,113542,好客转债,0.96%,113.35,-0.06,14.13,0,0.31,AA,4.515,1.97,6.027,191542,79.58500000000001
84,123049,维尔转债,-1.37%,107.11,1.01,14.13,0,3.05,AA-,5.214,1.3,9.17,123049,85.825
106,123047,久吾转债,-3.97%,109.2,-5.07,14.13,0,3.57,A+,5.148,2.58,1.994,123047,83.735
77,110063,鹰19转债,-0.57%,106.19,-1.29,14.15,0,1.84,AA+,4.882,0.93,18.598,190063,86.735
147,123063,大禹转债,-1.39%,113.99,-2.38,14.22,0,1.95,AA-,5.504,2.45,6.38,未到转股期,78.9
26,128082,华锋转债,-1.70%,98.286,-3.37,14.53,1,4.56,A+,4.858,1.35,3.45,128082,94.449
TOTAL,,,,105.3186304347826,,9.420434782608694,,,,,,,,
