,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
1,128100,搜特转债,0.56%,80.485,2.17,24.15,1,7.99,AA,5.019,1.03,7.996,128100,107.44
158,113589,天创转债,1.04%,81.83,0.85,71.09,0,6.83,AA,5.304,1.13,5.999,191589,82.625
57,113596,城地转债,0.17%,82.78,0.19,50.95,0,6.16,AA-,5.397,1.52,12.0,191596,91.745
16,128087,孚日转债,1.78%,88.039,0.71,30.82,0,5.44,AA,4.789,1.02,6.499,128087,96.551
29,123088,威唐转债,0.61%,90.124,1.77,29.77,0,5.45,A+,5.781,3.33,3.01,未到转股期,94.991
8,113595,花王转债,0.10%,90.63,-2.22,18.73,0,6.36,AA-,5.378,1.57,3.3,191595,100.00500000000001
120,128132,交建转债,0.17%,90.65,3.88,46.37,0,4.87,AA,5.532,2.91,8.5,未到转股期,86.16499999999999
145,123076,强力转债,1.43%,90.731,2.51,50.67,0,4.89,AA-,5.71,3.39,8.5,未到转股期,83.934
139,128118,瀛通转债,-0.06%,92.727,1.15,45.39,0,5.44,AA-,5.326,1.94,3.0,128118,84.578
55,123054,思特转债,0.76%,92.729,1.74,30.81,0,5.44,AA-,5.266,2.32,2.71,123054,91.866
63,123028,清水转债,0.29%,93.432,0.83,30.29,0,6.58,AA-,4.29,1.13,4.555,123028,91.423
90,110058,永鼎转债,0.92%,93.52,2.36,35.83,1,5.25,AA,4.115,1.73,2.613,190058,88.565
144,113535,大业转债,0.40%,93.7,0.75,44.69,0,6.2,AA,3.178,1.34,4.999,191535,83.955
56,123023,迪森转债,0.64%,93.8,3.64,28.72,0,5.27,AA,4.044,1.27,5.294,123023,91.84
10,123085,万顺转2,0.93%,93.814,1.79,14.56,0,3.39,AA-,5.77,1.01,9.0,未到转股期,98.906
14,113600,新星转债,1.34%,93.82,2.2,17.33,0,5.69,AA-,5.441,1.82,5.95,191600,97.51500000000001
68,113528,长城转债,0.62%,93.83,0.66,30.66,0,5.76,AA-,3.992,1.55,6.339,191528,90.84
133,128074,游族转债,0.63%,93.89,2.85,42.39,0,5.63,AA,4.556,1.78,6.833,128074,84.91499999999999
40,113604,多伦转债,0.77%,94.16,2.34,24.75,0,4.08,AA-,5.608,3.06,6.4,未到转股期,93.465
4,128085,鸿达转债,-0.16%,94.226,-0.82,2.03,0,6.11,BB,4.786,1.29,14.246,128085,104.759
30,123077,汉得转债,0.62%,94.378,0.8,21.98,0,5.21,AA,5.723,2.09,9.37,未到转股期,94.632
135,113530,大丰转债,0.04%,94.85,1.72,40.66,0,6.47,AA,4.06,2.08,6.297,191530,84.82000000000001
111,123071,天能转债,0.83%,94.903,1.31,36.89,0,4.52,AA-,5.63,2.47,7.0,未到转股期,86.65199999999999
132,127013,创维转债,-0.02%,95.15,1.04,39.84,0,5.47,AA,4.115,2.05,9.779,127013,84.92999999999999
47,128026,众兴转债,0.48%,95.22,0.8,24.03,0,5.18,AA-,2.775,1.22,9.194,128026,92.765
143,123081,精研转债,0.84%,95.5,3.86,41.0,0,4.34,AA-,5.748,3.35,5.7,未到转股期,84.0
11,128066,亚泰转债,0.96%,95.52,2.09,11.42,1,5.3,AA-,4.121,1.39,4.798,128066,98.77000000000001
6,113609,永安转债,1.27%,95.55,3.21,6.2,0,4.22,AA-,5.723,1.24,8.86,未到转股期,101.35000000000001
