,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
3,128066,亚泰转债,-1.14%,111.42,-0.54,12.64,1,1.11,AA-,4.926,1.61,4.799,128066,79.1
7,128049,华源转债,-0.66%,108.9,1.45,16.99,0,1.27,AA-,4.54,1.42,3.999,128049,78.35749999999999
10,128081,海亮转债,-0.82%,108.1,-0.67,19.4,0,1.18,AA,5.523,1.83,31.5,未到转股期,77.35000000000001
11,127003,海印转债,-1.37%,112.534,-1.32,13.67,2,0.34,AA,2.066,1.8,9.415,127003,77.2135
15,113541,荣晟转债,-1.27%,109.44,-1.15,19.32,0,1.07,AA-,5.189,2.01,3.3,191541,76.07000000000001
19,128069,华森转债,-0.75%,112.71,-1.58,16.85,0,1.34,AA-,5.112,6.37,2.999,128069,74.6525
33,128034,江银转债,-0.35%,108.9,0.25,24.61,2,0.05,AA+,3.701,0.74,17.582,128034,72.6425
37,128050,钧达转债,-1.58%,109.903,-0.3,23.93,1,2.64,AA-,4.575,1.78,3.199,128050,72.14949999999999
64,110058,永鼎转债,-1.63%,106.38,0.24,31.68,1,1.61,AA,4.921,1.96,9.794,190058,69.86000000000001
71,113027,华钰转债,-0.52%,105.09,-0.5,34.44,0,1.86,AA,5.082,1.9,6.399,191027,69.08
76,113528,长城转债,-1.10%,104.51,-2.28,36.12,0,2.55,AA-,4.797,1.68,6.339,191528,68.4
107,128076,金轮转债,-0.35%,108.316,-0.5,35.6,0,1.18,AA-,5.419,1.1,2.14,128076,64.984
128,128015,久其转债,-1.21%,102.499,4.87,45.68,1,2.94,A+,3.066,5.17,7.796,128015,63.24100000000001
168,128018,时达转债,-0.18%,101.812,0.0,54.8,1,2.38,AA,3.479,1.15,8.822,128018,57.08800000000001
171,123023,迪森转债,-1.07%,100.6,0.66,57.58,0,2.83,AA,4.849,1.1,6.0,123023,56.215
180,123004,铁汉转债,-0.76%,104.7,-2.55,55.49,1,1.36,AA,3.595,1.02,8.332,123004,53.6825
199,113535,大业转债,-0.64%,101.28,-1.04,66.94,0,2.84,AA,3.984,1.3,5.0,191535,48.515
233,128062,亚药转债,-0.25%,88.285,0.41,189.82,0,6.57,A-,4.885,4.37,9.644,128062,-30.650000000000006
TOTAL,,,,105.85438888888889,-0.2527777777777777,41.97555555555555,,1.9511111111111115,,,,,,
