,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
2,128062,亚药转债,0.02%,105.71,1.45,2.87,0,2.24,AA,5.866,9.650,未到转股期,91.42
4,113514,威帝转债,-0.47%,100.74,-1.63,9.83,0,2.51,A+,4.162,1.999,191514,89.43
9,128060,中装转债,-0.62%,98.305,0.56,13.81,0,2.51,AA,5.847,5.250,未到转股期,87.88499999999999
15,128056,今飞转债,-0.33%,100.48,-2.44,13.73,0,3.44,A+,5.775,3.680,未到转股期,85.78999999999999
18,113524,奇精转债,-0.24%,99.55,-1.86,16.07,0,3.21,AA,5.567,3.300,未到转股期,84.38
24,123011,德尔转债,-0.78%,98.671,-3.11,17.73,0,3.54,AA-,5.159,5.556,123011,83.59899999999999
25,128050,钧达转债,-1.25%,102.8,-5.73,14.08,0,3.53,AA-,5.556,3.200,未到转股期,83.12
26,113528,长城转债,-0.62%,99.03,-1.55,18.08,0,3.17,AA-,5.778,6.340,未到转股期,82.89
32,123023,迪森转债,-0.47%,99.35,-3.43,18.61,0,2.64,AA,5.83,6.000,未到转股期,82.04
37,113016,小康转债,-0.60%,95.84,-1.04,23.3,1,3.38,AA,4.46,8.814,191016,80.86
47,127003,海印转债,-0.34%,101.702,-1.52,18.98,2,4.0,AA,3.047,11.108,127003,79.318
49,128033,迪龙转债,-1.10%,99.1,-4.22,21.89,1,2.4,AA,4.6,5.199,128033,79.01
63,123019,中来转债,-0.25%,101.23,-3.43,22.26,0,3.8,AA-,5.767,10.000,未到转股期,76.50999999999999
77,128018,时达转债,-0.22%,96.849,-1.24,29.3,1,3.13,AA,4.46,8.823,128018,73.851
84,113505,杭电转债,-0.47%,100.62,-4.76,26.47,0,2.46,AA,4.789,7.767,191505,72.91
86,123024,岱勒转债,-0.34%,98.702,-3.73,28.53,0,2.95,A+,4.833,2.100,未到转股期,72.768
101,123010,博世转债,-0.18%,100.3,-2.64,30.48,1,2.46,AA-,5.123,4.298,123010,69.22
TOTAL,,,,99.9399411764706,-2.3717647058823528,19.177647058823528,,3.0217647058823527,,,,,
