,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
2,128062,亚药转债,-0.01%,107.5,-0.89,-1.89,0,1.93,AA,5.907,9.650,未到转股期,94.39
5,128050,钧达转债,0.81%,102.823,0.0,5.34,0,3.5,AA-,5.597,3.200,未到转股期,91.837
18,128060,中装转债,0.46%,97.65,-0.19,14.96,0,2.61,AA,5.888,5.250,未到转股期,87.38999999999999
19,128056,今飞转债,0.50%,99.812,1.18,12.94,0,3.54,A+,5.816,3.680,未到转股期,87.248
21,123011,德尔转债,-0.31%,98.99,-1.24,14.6,0,3.45,AA-,5.2,5.556,123011,86.41000000000001
24,113524,奇精转债,0.02%,99.54,-2.73,14.33,0,3.19,AA,5.608,3.300,未到转股期,86.13
25,123023,迪森转债,-0.06%,99.7,-0.92,14.23,0,2.56,AA,5.871,6.000,未到转股期,86.07
26,128018,时达转债,0.01%,96.999,2.5,17.32,1,3.06,AA,4.501,8.823,128018,85.68100000000001
31,113528,长城转债,0.38%,98.67,-0.15,16.33,0,3.21,AA-,5.819,6.340,未到转股期,85.0
38,128033,迪龙转债,0.86%,98.877,-1.17,17.17,1,2.43,AA,4.641,5.199,128033,83.953
44,123019,中来转债,1.04%,100.803,-1.28,15.77,0,3.85,AA-,5.808,10.000,未到转股期,83.427
45,127003,海印转债,0.46%,99.988,0.39,16.97,2,4.54,AA,3.088,11.108,127003,83.042
46,128044,岭南转债,0.60%,100.498,-0.52,16.94,1,2.14,AA,5.274,6.594,128044,82.562
47,113016,小康转债,0.29%,95.94,-0.95,21.78,1,3.32,AA,4.501,8.814,191016,82.28
54,123024,岱勒转债,0.01%,97.864,-0.05,21.48,0,3.11,A+,4.874,2.100,未到转股期,80.65599999999999
64,123010,博世转债,-0.14%,99.861,-1.06,21.41,1,2.53,AA-,5.164,4.298,123010,78.729
72,113505,杭电转债,0.53%,99.79,-1.0,22.68,0,2.62,AA,4.83,7.767,191505,77.53
TOTAL,,,,99.72382352941177,-0.4752941176470588,15.432941176470589,,3.034705882352941,,,,,
