,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
2,128062,亚药转债,0.21%,105.122,3.5,3.54,0,2.33,AA,5.871,9.650,未到转股期,91.338
9,113514,威帝转债,0.94%,101.43,1.85,8.78,0,2.33,A+,4.167,1.999,191514,89.78999999999999
12,128056,今飞转债,1.07%,100.95,2.64,10.55,0,3.35,A+,5.781,3.680,未到转股期,88.5
21,128060,中装转债,0.51%,99.215,1.32,15.29,0,2.34,AA,5.852,5.250,未到转股期,85.495
23,123023,迪森转债,0.28%,100.032,2.22,14.61,0,2.51,AA,5.836,6.000,未到转股期,85.358
24,113524,奇精转债,0.13%,99.87,4.56,14.81,0,3.15,AA,5.573,3.300,未到转股期,85.32
25,123011,德尔转债,0.55%,99.643,0.4,15.15,0,3.34,AA-,5.164,5.556,123011,85.207
29,128050,钧达转债,0.35%,103.83,-0.25,11.86,0,3.33,AA-,5.562,3.200,未到转股期,84.31
31,113528,长城转债,1.19%,99.8,1.42,16.3,0,3.02,AA-,5.784,6.340,未到转股期,83.9
40,128033,迪龙转债,0.21%,100.008,2.01,18.35,1,2.19,AA,4.605,5.199,128033,81.642
46,127003,海印转债,0.23%,102.001,0.38,17.51,2,3.89,AA,3.052,11.108,127003,80.48899999999999
49,113016,小康转债,0.34%,96.81,0.52,23.17,1,3.13,AA,4.466,8.814,191016,80.02
54,123019,中来转债,-0.05%,101.6,3.14,19.04,0,3.73,AA-,5.773,10.000,未到转股期,79.36000000000001
61,123024,岱勒转债,0.32%,99.0,2.71,22.52,0,2.88,A+,4.838,2.100,未到转股期,78.48
66,128044,岭南转债,0.52%,100.497,1.8,22.68,1,2.15,AA,5.238,6.594,128044,76.82300000000001
67,113505,杭电转债,-0.02%,101.6,1.16,21.62,0,2.25,AA,4.795,7.767,191505,76.78
85,128018,时达转债,0.52%,97.52,0.18,28.37,1,2.96,AA,4.466,8.823,128018,74.11
87,123010,博世转债,0.00%,100.5,2.06,26.13,1,2.42,AA-,5.129,4.298,123010,73.37
TOTAL,,,,100.52377777777777,1.7566666666666666,17.237777777777776,,2.85,,,,,
