,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
15,127009,冰轮转债,0.02%,126.311,-0.61,-14.76,0,-1.62,AA,5.693,5.091,未到转股期,88.449
1,123018,溢利转债,3.33%,109.0,4.15,-3.81,0,1.02,AA-,5.625,6.650,未到转股期,94.81
0,128053,尚荣转债,-0.39%,105.0,-0.75,-1.95,0,1.66,AA,5.778,7.500,未到转股期,96.95
17,128055,长青转2,-0.09%,113.7,-2.72,-1.92,0,0.28,AA,5.814,9.138,未到转股期,88.22
2,128062,亚药转债,-0.01%,107.5,-0.89,-1.89,0,1.93,AA,5.907,9.650,未到转股期,94.39
3,113526,联泰转债,0.14%,106.86,-1.66,0.73,0,0.7,AA,5.715,3.900,未到转股期,92.41
12,123012,万顺转债,0.02%,109.5,-0.99,1.35,0,0.32,AA-,5.205,1.703,123012,89.15
8,123020,富祥转债,-0.26%,107.526,0.37,1.99,0,2.11,AA-,5.819,4.200,未到转股期,90.48400000000001
7,123013,横河转债,0.96%,106.5,0.0,2.73,0,1.78,A+,5.222,0.383,123013,90.77
20,128034,江银转债,0.20%,109.5,-1.39,3.53,2,0.02,AA+,4.723,17.583,128034,86.97
23,113515,高能转债,0.41%,110.04,-2.07,3.73,0,0.57,AA,5.222,7.447,191515,86.22999999999999
10,110047,山鹰转债,0.04%,105.53,-0.59,4.59,0,2.15,AA+,5.545,23.000,未到转股期,89.88
16,127007,湖广转债,0.86%,106.401,-0.5,5.2,1,1.31,AA+,5.145,13.277,127007,88.399
28,128025,特一转债,1.84%,109.4,1.52,5.31,1,0.18,AA-,4.584,3.394,128025,85.28999999999999
5,128050,钧达转债,0.81%,102.823,0.0,5.34,0,3.5,AA-,5.597,3.200,未到转股期,91.837
6,113521,科森转债,0.56%,103.05,1.04,5.53,0,2.16,AA,5.532,6.100,未到转股期,91.42
4,128049,华源转债,-0.03%,101.86,-1.22,6.06,0,2.37,AA-,5.562,4.000,未到转股期,92.08
14,128057,博彦转债,0.99%,104.52,-1.93,6.46,0,2.09,AA-,5.83,5.758,未到转股期,89.02000000000001
TOTAL,,,,108.05672222222222,,1.567777777777778,,,,,,,
