,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
12,110058,永鼎转债,-0.38%,97.16,-2.68,15.87,0,2.99,AA,5.926,9.800,未到转股期,86.97
10,113025,明泰转债,0.30%,97.7,-0.71,15.02,0,2.93,AA,5.91,18.390,未到转股期,87.28
24,128066,亚泰转债,-1.69%,98.306,-1.41,16.88,0,3.2,AA-,5.932,4.800,未到转股期,84.81400000000001
14,128060,中装转债,0.54%,99.421,0.93,13.83,0,2.29,AA,5.871,5.250,未到转股期,86.749
9,128064,司尔转债,0.20%,99.9,-0.72,12.5,0,2.5,AA,5.907,8.000,未到转股期,87.6
20,123023,迪森转债,-0.19%,100.31,-0.61,13.69,0,2.45,AA,5.855,6.000,未到转股期,86.0
25,123011,德尔转债,0.03%,100.8,-0.61,14.49,0,3.09,AA-,5.184,5.556,123011,84.71000000000001
6,113527,维格转债,-0.40%,101.0,-0.44,10.29,0,3.24,AA,5.701,7.460,未到转股期,88.71000000000001
22,113524,奇精转债,0.31%,101.11,2.09,13.4,0,2.9,AA,5.592,3.300,未到转股期,85.49
3,128056,今飞转债,0.29%,101.24,1.76,8.07,0,3.29,A+,5.8,3.680,未到转股期,90.69
5,113514,威帝转债,0.19%,101.43,-0.72,9.37,0,2.32,A+,4.186,1.999,191514,89.19999999999999
13,113532,海环转债,0.17%,101.6,0.14,11.61,0,1.91,AA,5.888,4.600,未到转股期,86.79
19,113521,科森转债,0.04%,104.22,-1.96,9.61,0,1.96,AA,5.515,6.100,未到转股期,86.17
27,123014,凯发转债,-0.02%,105.1,0.65,10.96,0,0.99,A+,4.205,3.150,123014,83.94
4,128049,华源转债,-0.70%,105.254,-2.71,5.53,0,1.76,AA-,5.545,4.000,未到转股期,89.216
0,128050,钧达转债,2.18%,105.99,10.02,0.89,0,2.93,AA-,5.581,3.200,未到转股期,93.12
8,128062,亚药转债,0.03%,106.672,-0.54,4.99,0,2.07,AA,5.89,9.650,未到转股期,88.33800000000001
18,128057,博彦转债,-0.09%,107.0,0.46,6.75,0,1.67,AA-,5.814,5.758,未到转股期,86.25
TOTAL,,,,101.90072222222221,,10.76388888888889,,,,,,,
