,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
2,128050,钧达转债,-0.22%,102.599,-0.75,5.91,0,3.54,AA-,5.595,3.200,未到转股期,91.491
3,128062,亚药转债,-2.14%,105.202,-7.17,3.42,0,2.31,AA,5.904,9.650,未到转股期,91.378
6,113514,威帝转债,0.20%,100.2,-0.55,9.25,0,2.62,A+,4.2,1.999,191514,90.55
15,128060,中装转债,0.19%,97.84,0.94,14.11,0,2.57,AA,5.885,5.250,未到转股期,88.05
18,123011,德尔转债,0.05%,99.04,0.6,13.97,0,3.44,AA-,5.197,5.556,123011,86.99
21,128056,今飞转债,0.49%,100.299,0.5,12.92,0,3.45,A+,5.814,3.680,未到转股期,86.78099999999999
22,128018,时达转债,-0.55%,96.466,-0.16,16.86,1,3.19,AA,4.499,8.823,128018,86.674
26,113524,奇精转债,0.50%,100.04,0.78,14.02,0,3.1,AA,5.605,3.300,未到转股期,85.94
29,128033,迪龙转债,-0.23%,98.65,0.39,16.44,1,2.48,AA,4.638,5.199,128033,84.91
30,113528,长城转债,0.35%,99.02,0.54,16.11,0,3.15,AA-,5.816,6.340,未到转股期,84.87
40,127003,海印转债,-0.09%,99.9,0.39,16.42,2,4.57,AA,3.085,11.108,127003,83.67999999999999
43,123024,岱勒转债,0.14%,98.0,2.04,19.21,0,3.08,A+,4.871,2.100,未到转股期,82.78999999999999
44,128044,岭南转债,0.50%,100.996,1.04,16.31,1,2.04,AA,5.271,6.594,128044,82.694
47,123019,中来转债,0.59%,101.4,0.23,16.2,0,3.74,AA-,5.805,10.000,未到转股期,82.39999999999999
49,113016,小康转债,0.17%,96.1,-0.3,22.34,1,3.28,AA,4.499,8.814,191016,81.56
57,123010,博世转债,0.12%,99.978,0.98,20.38,1,2.51,AA-,5.162,4.298,123010,79.64200000000001
75,113505,杭电转债,0.53%,100.32,0.51,22.7,0,2.51,AA,4.827,7.767,191505,76.98
TOTAL,,,,99.76764705882353,0.0005882352941176475,15.09235294117647,,3.0341176470588236,,,,,
