,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
2,128062,亚药转债,-0.37%,106.61,-3.48,0.92,0,2.09,AA,5.852,9.650,未到转股期,92.47
3,128060,中装转债,0.08%,99.188,3.83,8.58,0,2.35,AA,5.833,5.250,未到转股期,92.232
7,113514,威帝转债,-0.13%,100.69,0.0,8.37,0,2.53,A+,4.148,1.999,191514,90.94
10,128056,今飞转债,0.03%,100.043,-0.49,10.83,0,3.53,A+,5.762,3.680,未到转股期,89.127
22,123023,迪森转债,0.11%,99.511,0.0,15.03,0,2.61,AA,5.816,6.000,未到转股期,85.459
25,113528,长城转债,-0.12%,99.42,-0.1,15.52,0,3.1,AA-,5.764,6.340,未到转股期,85.06
26,128050,钧达转债,-0.53%,101.72,-0.96,13.29,0,3.74,AA-,5.542,3.200,未到转股期,84.99000000000001
27,128044,岭南转债,0.03%,100.065,0.91,15.39,1,2.25,AA,5.219,6.594,128044,84.545
30,113524,奇精转债,0.04%,99.3,-0.55,16.51,0,3.27,AA,5.553,3.300,未到转股期,84.19
34,128033,迪龙转债,0.10%,99.679,0.53,17.12,1,2.27,AA,4.586,5.199,128033,83.201
37,123011,德尔转债,-0.03%,98.05,-1.1,19.22,0,3.69,AA-,5.145,5.556,123011,82.73
41,127003,海印转债,-0.07%,101.656,0.0,16.67,2,4.04,AA,3.033,11.108,127003,81.67399999999999
43,113016,小康转债,0.02%,95.57,-0.37,23.59,1,3.45,AA,4.447,8.814,191016,80.84
61,113505,杭电转债,-0.62%,99.31,1.19,21.88,0,2.76,AA,4.775,7.767,191505,78.81
63,123019,中来转债,0.00%,101.4,-0.23,19.83,0,3.78,AA-,5.753,10.000,未到转股期,78.77
65,123024,岱勒转债,-0.56%,98.0,-0.75,23.36,0,3.12,A+,4.819,2.100,未到转股期,78.64
70,128018,时达转债,0.11%,96.198,-0.35,26.18,1,3.3,AA,4.447,8.823,128018,77.62200000000001
83,123010,博世转债,-0.15%,100.66,-0.69,23.59,1,2.4,AA-,5.11,4.298,123010,75.75
TOTAL,,,,99.83722222222224,-0.145,16.437777777777775,,3.0155555555555553,,,,,
