,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
18,127009,冰轮转债,-4.42%,130.585,-2.05,-15.98,0,-2.21,AA,5.668,5.091,未到转股期,85.395
0,123018,溢利转债,-1.51%,111.33,-0.21,-3.78,0,0.64,AA-,5.6,6.650,未到转股期,92.45
7,113526,联泰转债,-3.30%,110.16,-6.08,0.82,0,0.15,AA,5.69,3.900,未到转股期,89.02000000000001
3,128053,尚荣转债,-2.68%,106.6,-4.28,2.45,0,1.4,AA,5.753,7.500,未到转股期,90.95
1,128062,亚药转债,-2.29%,105.678,-2.61,2.53,0,2.24,AA,5.882,9.650,未到转股期,91.792
13,127007,湖广转债,-2.31%,110.001,-3.76,3.22,1,0.65,AA+,5.121,13.276,127007,86.779
8,128057,博彦转债,-6.26%,107.799,-7.0,3.56,0,1.54,AA-,5.805,5.758,未到转股期,88.64099999999999
16,113523,伟明转债,-1.60%,110.21,-2.37,4.07,0,0.83,AA,5.573,6.700,未到转股期,85.72
6,128049,华源转债,-2.52%,104.112,-5.08,5.37,0,1.97,AA-,5.537,4.000,未到转股期,90.518
17,110047,山鹰转债,-1.41%,108.75,-3.1,5.59,0,1.6,AA+,5.521,23.000,未到转股期,85.66
9,128050,钧达转债,-2.57%,105.5,-5.75,6.04,0,3.02,AA-,5.573,3.200,未到转股期,88.46
22,128025,特一转债,-1.67%,110.026,-2.38,6.11,1,0.06,AA-,4.559,3.394,128025,83.864
10,128063,未来转债,-2.40%,106.56,-6.8,6.2,0,3.35,AA-,5.885,6.300,未到转股期,87.24
26,123012,万顺转债,-3.92%,110.497,-5.44,6.52,0,0.14,AA-,5.181,1.703,123012,82.983
2,113514,威帝转债,-1.99%,101.51,-1.58,7.5,0,2.31,A+,4.178,1.999,191514,90.99
29,123020,富祥转债,-0.96%,109.85,-3.01,7.82,0,1.74,AA-,5.795,4.200,未到转股期,82.33000000000001
4,128064,司尔转债,-1.71%,100.7,-2.19,8.51,0,2.37,AA,5.899,8.000,未到转股期,90.78999999999999
12,113521,科森转债,-3.05%,103.81,-5.44,9.18,0,2.03,AA,5.507,6.100,未到转股期,87.00999999999999
TOTAL,,,,108.53766666666667,,3.651666666666667,,,,,,,
