,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,123018,溢利转债,0.29%,110.479,0.61,-5.67,0,0.78,AA-,5.586,6.650,未到转股期,95.191
2,128057,博彦转债,0.28%,108.84,0.74,0.09,0,1.37,AA-,5.792,5.758,未到转股期,91.07
1,128053,尚荣转债,-0.16%,106.13,-0.39,1.8,0,1.48,AA,5.74,7.500,未到转股期,92.07000000000001
29,110052,贵广转债,0.55%,114.2,0.11,1.92,0,0.73,AA+,5.792,16.000,未到转股期,83.88
11,113526,联泰转债,-0.09%,109.52,-1.86,2.14,0,0.26,AA,5.677,3.900,未到转股期,88.34
6,128063,未来转债,-1.52%,107.378,-4.08,2.45,0,3.22,AA-,5.871,6.300,未到转股期,90.172
14,113523,伟明转债,-0.06%,110.31,0.59,2.51,0,0.81,AA,5.559,6.700,未到转股期,87.17999999999999
22,123012,万顺转债,-0.64%,110.51,-1.55,3.92,0,0.14,AA-,5.167,1.703,123012,85.57
4,128049,华源转债,0.28%,105.7,0.79,4.05,0,1.69,AA-,5.523,4.000,未到转股期,90.25
7,128062,亚药转债,0.54%,105.69,-0.24,4.34,0,2.24,AA,5.868,9.650,未到转股期,89.97
13,123013,横河转债,-0.57%,108.022,-1.24,4.41,0,1.51,A+,5.184,0.383,123013,87.568
28,127007,湖广转债,0.08%,111.0,-1.88,5.03,1,0.47,AA+,5.107,13.276,127007,83.97
26,128025,特一转债,-0.59%,108.841,-2.42,7.04,1,0.3,AA-,4.545,3.394,128025,84.119
27,110047,山鹰转债,0.46%,108.78,-0.88,7.17,0,1.6,AA+,5.507,23.000,未到转股期,84.05
5,113514,威帝转债,-0.21%,101.22,0.0,8.56,0,2.39,A+,4.164,1.999,191514,90.22
15,128050,钧达转债,0.26%,104.101,2.97,8.92,0,3.29,AA-,5.559,3.200,未到转股期,86.979
3,128064,司尔转债,-0.37%,100.33,-0.86,9.05,0,2.44,AA,5.885,8.000,未到转股期,90.62
16,113503,泰晶转债,1.12%,103.93,4.77,9.15,0,1.87,AA,4.57,2.145,191503,86.91999999999999
TOTAL,,,,107.49894444444445,,4.271111111111112,,,,,,,
