,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
25,113528,长城转债,0.06%,98.63,1.04,16.56,0,3.24,AA-,5.786,6.340,未到转股期,84.81
24,128060,中装转债,0.56%,98.71,0.19,16.21,0,2.43,AA,5.855,5.250,未到转股期,85.08000000000001
6,113527,维格转债,-0.30%,98.8,-0.82,10.89,0,3.66,AA,5.685,7.460,未到转股期,90.31
10,113025,明泰转债,-0.21%,98.8,1.41,12.5,0,2.74,AA,5.893,18.390,未到转股期,88.7
19,123011,德尔转债,-1.16%,99.1,-1.05,14.99,0,3.45,AA-,5.167,5.556,123011,85.91000000000001
29,123023,迪森转债,-0.18%,99.751,-0.63,16.82,0,2.56,AA,5.838,6.000,未到转股期,83.429
12,128056,今飞转债,-0.02%,99.88,0.67,12.26,0,3.54,A+,5.784,3.680,未到转股期,87.86
1,127013,创维转债,0.24%,100.108,9.99,6.17,0,2.92,AA,5.91,10.400,未到转股期,93.722
5,128064,司尔转债,-0.31%,100.392,-0.69,8.93,0,2.42,AA,5.89,8.000,未到转股期,90.678
8,113514,威帝转债,-1.00%,100.49,-3.04,9.77,0,2.56,A+,4.17,1.999,191514,89.74000000000001
28,113532,海环转债,-0.11%,101.4,0.0,14.29,0,1.95,AA,5.871,4.600,未到转股期,84.31
23,113521,科森转债,-1.41%,102.35,-4.23,12.4,0,2.31,AA,5.499,6.100,未到转股期,85.25
22,128050,钧达转债,-1.93%,103.469,-6.47,11.2,0,3.4,AA-,5.564,3.200,未到转股期,85.331
26,123014,凯发转债,-1.03%,103.595,1.75,11.68,0,1.35,A+,4.189,3.150,123014,84.725
3,128049,华源转债,0.08%,104.2,0.94,4.47,0,1.95,AA-,5.529,4.000,未到转股期,91.33
11,128062,亚药转债,-0.74%,104.9,-4.82,6.93,0,2.37,AA,5.874,9.650,未到转股期,88.16999999999999
2,128053,尚荣转债,-0.98%,105.551,-0.97,2.44,0,1.58,AA,5.745,7.500,未到转股期,92.009
9,128063,未来转债,0.42%,107.006,2.28,4.26,0,3.27,AA-,5.877,6.300,未到转股期,88.734
TOTAL,,,,101.50733333333332,,10.709444444444443,,,,,,,
