,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
1,123018,溢利转债,-0.71%,109.228,-0.21,-5.0,0,1.0,AA-,5.562,6.650,未到转股期,95.772
23,110052,贵广转债,0.74%,117.46,6.54,-3.93,0,0.23,AA+,5.767,16.000,未到转股期,86.47000000000001
2,128063,未来转债,-0.70%,106.25,0.11,-0.62,0,3.42,AA-,5.847,6.300,未到转股期,94.37
13,113523,伟明转债,0.09%,110.88,0.1,-0.15,0,0.72,AA,5.534,6.700,未到转股期,89.27000000000001
18,113526,联泰转债,-0.92%,112.37,-2.78,-0.12,0,-0.2,AA,5.652,3.900,未到转股期,87.75
16,128039,三力转债,0.16%,110.275,-0.63,1.58,1,0.06,AA-,5.025,2.810,128039,88.145
4,128057,博彦转债,-0.73%,105.33,-0.11,2.31,0,1.97,AA-,5.767,5.758,未到转股期,92.36
5,128053,尚荣转债,-0.21%,105.703,-0.78,2.58,0,1.56,AA,5.715,7.500,未到转股期,91.717
0,128060,中装转债,0.44%,101.036,0.49,3.01,0,2.02,AA,5.825,5.250,未到转股期,95.954
20,127007,湖广转债,0.51%,108.6,1.48,4.38,1,0.91,AA+,5.082,13.276,127007,87.02000000000001
15,110047,山鹰转债,-0.47%,106.5,0.0,5.24,0,2.01,AA+,5.482,22.995,190047,88.26
12,128034,江银转债,-0.25%,104.619,0.0,5.29,2,1.02,AA+,4.66,17.583,128034,90.091
28,123012,万顺转债,0.27%,108.434,-1.43,5.48,0,0.52,AA-,5.142,1.703,123012,86.086
8,128049,华源转债,-0.47%,103.702,-0.14,5.53,0,2.06,AA-,5.499,4.000,未到转股期,90.768
19,123013,横河转债,-0.65%,106.8,-1.58,6.11,0,1.75,A+,5.159,0.383,123013,87.09
3,113514,威帝转债,-0.13%,100.08,-0.36,7.34,0,2.69,A+,4.14,1.999,191514,92.58
6,128062,亚药转债,-2.03%,100.582,-3.43,7.79,0,3.13,AA,5.844,9.650,未到转股期,91.628
21,113519,长久转债,-0.81%,105.02,-0.86,8.21,0,2.63,AA,5.444,7.000,191519,86.77000000000001
TOTAL,,,,106.82605555555557,,3.0572222222222223,,,,,,,
