,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
1,128062,亚药转债,-0.02%,105.69,0.48,2.36,0,2.24,AA,5.863,9.650,未到转股期,91.95
9,113514,威帝转债,-0.03%,100.71,-1.47,11.44,0,2.52,A+,4.159,1.999,191514,87.85000000000001
12,128056,今飞转债,-0.27%,100.204,0.0,13.42,0,3.49,A+,5.773,3.680,未到转股期,86.376
13,128060,中装转债,0.34%,98.637,-0.93,15.26,0,2.45,AA,5.844,5.250,未到转股期,86.103
20,113528,长城转债,-0.20%,98.83,0.74,16.97,0,3.21,AA-,5.775,6.340,未到转股期,84.2
22,128050,钧达转债,-1.03%,101.74,-1.58,14.73,0,3.73,AA-,5.553,3.200,未到转股期,83.53
26,113524,奇精转债,-0.31%,99.24,-2.21,18.31,0,3.27,AA,5.564,3.300,未到转股期,82.45
27,123011,德尔转债,-0.73%,97.95,-2.39,19.73,0,3.7,AA-,5.156,5.556,123011,82.32
29,123023,迪森转债,0.00%,99.346,-0.16,18.79,0,2.64,AA,5.827,6.000,未到转股期,81.864
37,128033,迪龙转债,0.15%,99.25,1.24,20.58,1,2.37,AA,4.597,5.199,128033,80.17
39,127003,海印转债,0.01%,101.71,0.39,18.53,2,4.0,AA,3.044,11.108,127003,79.76
42,113016,小康转债,-0.15%,95.7,-1.42,24.89,1,3.41,AA,4.458,8.814,191016,79.41
48,128044,岭南转债,-0.20%,99.8,2.65,21.5,1,2.29,AA,5.23,6.594,128044,78.7
68,128018,时达转债,-0.11%,96.74,1.08,27.79,1,3.16,AA,4.458,8.823,128018,75.47
71,123024,岱勒转债,-0.31%,98.4,1.1,26.76,0,3.02,A+,4.83,2.100,未到转股期,74.83999999999999
72,123019,中来转债,0.17%,101.4,-1.12,23.85,0,3.77,AA-,5.764,10.000,未到转股期,74.75
74,123010,博世转债,0.20%,100.5,4.7,24.88,1,2.42,AA-,5.121,4.298,123010,74.62
90,113505,杭电转债,-0.21%,100.41,-1.38,27.98,0,2.51,AA,4.786,7.767,191505,71.61
TOTAL,,,,99.79205555555556,-0.015555555555555569,19.320555555555554,,3.0111111111111115,,,,,
