,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128050,钧达转债,2.18%,105.99,10.02,0.89,0,2.93,AA-,5.581,3.200,未到转股期,93.12
3,128056,今飞转债,0.29%,101.24,1.76,8.07,0,3.29,A+,5.8,3.680,未到转股期,90.69
5,113514,威帝转债,0.19%,101.43,-0.72,9.37,0,2.32,A+,4.186,1.999,191514,89.19999999999999
8,128062,亚药转债,0.03%,106.672,-0.54,4.99,0,2.07,AA,5.89,9.650,未到转股期,88.33800000000001
14,128060,中装转债,0.54%,99.421,0.93,13.83,0,2.29,AA,5.871,5.250,未到转股期,86.749
20,123023,迪森转债,-0.19%,100.31,-0.61,13.69,0,2.45,AA,5.855,6.000,未到转股期,86.0
22,113524,奇精转债,0.31%,101.11,2.09,13.4,0,2.9,AA,5.592,3.300,未到转股期,85.49
25,123011,德尔转债,0.03%,100.8,-0.61,14.49,0,3.09,AA-,5.184,5.556,123011,84.71000000000001
30,113528,长城转债,-0.14%,99.77,-1.82,17.85,0,3.02,AA-,5.803,6.340,未到转股期,82.38
34,123019,中来转债,0.38%,101.753,0.45,16.34,0,3.69,AA-,5.792,10.000,未到转股期,81.907
39,128044,岭南转债,0.35%,100.8,-0.91,18.53,1,2.08,AA,5.258,6.594,128044,80.67
40,127003,海印转债,0.32%,101.33,-0.38,18.09,2,4.1,AA,3.071,11.108,127003,80.58
42,123024,岱勒转债,-0.01%,98.494,-3.25,21.3,0,2.98,A+,4.858,2.100,未到转股期,80.206
46,128033,迪龙转债,0.70%,100.9,-0.91,19.41,1,1.98,AA,4.625,5.199,128033,79.69
53,113505,杭电转债,0.80%,101.53,0.0,19.96,0,2.25,AA,4.814,7.767,191505,78.50999999999999
54,113016,小康转债,-0.34%,97.47,-0.59,24.18,1,2.96,AA,4.485,8.814,191016,78.35
60,128018,时达转债,-0.11%,98.02,-1.02,25.25,1,2.83,AA,4.485,8.823,128018,76.73
71,123010,博世转债,0.04%,99.752,-4.05,24.69,1,2.56,AA-,5.148,4.298,123010,75.558
TOTAL,,,,100.93288888888888,-0.008888888888888872,15.79611111111111,,2.766111111111111,,,,,
