,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
1,128060,中装转债,1.01%,100.185,3.33,6.14,0,2.17,AA,5.83,5.250,未到转股期,93.675
3,128062,亚药转债,-1.51%,105.001,-3.31,2.79,0,2.36,AA,5.849,9.650,未到转股期,92.20899999999999
5,113514,威帝转债,0.34%,101.03,1.09,7.57,0,2.45,A+,4.145,1.999,191514,91.4
12,128056,今飞转债,0.64%,100.68,0.65,10.81,0,3.41,A+,5.759,3.680,未到转股期,88.50999999999999
19,113528,长城转债,-0.39%,99.03,0.58,14.41,0,3.18,AA-,5.762,6.340,未到转股期,86.56
27,128050,钧达转债,-0.17%,101.543,0.36,12.69,0,3.77,AA-,5.54,3.200,未到转股期,85.767
28,123023,迪森转债,0.08%,99.59,0.16,14.93,0,2.6,AA,5.814,6.000,未到转股期,85.47999999999999
30,123024,岱勒转债,0.00%,98.0,5.41,17.04,0,3.12,A+,4.816,2.100,未到转股期,84.96000000000001
31,113524,奇精转债,0.03%,99.33,0.64,15.81,0,3.26,AA,5.551,3.300,未到转股期,84.86
32,128033,迪龙转债,-0.58%,99.1,0.0,16.44,1,2.41,AA,4.584,5.199,128033,84.46000000000001
34,123011,德尔转债,-0.20%,97.852,0.73,18.12,0,3.73,AA-,5.142,5.556,123011,84.02799999999999
35,128044,岭南转债,0.04%,100.101,-0.77,16.33,1,2.24,AA,5.216,6.594,128044,83.569
43,127003,海印转债,-0.06%,101.6,0.38,16.17,2,4.06,AA,3.03,11.108,127003,82.23
44,113505,杭电转债,0.68%,99.99,4.04,17.95,0,2.61,AA,4.773,7.767,191505,82.06
60,123019,中来转债,-0.38%,101.01,-0.12,19.51,0,3.85,AA-,5.751,10.000,未到转股期,79.47999999999999
62,113016,小康转债,0.03%,95.6,-1.13,25.05,1,3.45,AA,4.444,8.814,191016,79.35000000000001
70,128018,时达转债,-0.52%,95.7,-0.53,26.19,1,3.42,AA,4.444,8.823,128018,78.11
86,123010,博世转债,-0.06%,100.6,-0.49,24.14,1,2.41,AA-,5.107,4.298,123010,75.26
TOTAL,,,,99.77455555555555,0.6122222222222222,15.671666666666665,,3.0277777777777777,,,,,
