,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
20,127009,冰轮转债,-0.06%,130.509,0.12,-16.14,0,-2.21,AA,5.66,5.091,未到转股期,85.63100000000001
0,123018,溢利转债,-1.10%,110.1,0.51,-5.32,0,0.84,AA-,5.592,6.650,未到转股期,95.22
18,113533,参林转债,-0.82%,118.01,2.71,-4.09,0,-0.72,AA,5.874,10.000,未到转股期,86.08
15,110052,贵广转债,-0.08%,113.6,7.51,-0.79,0,0.82,AA+,5.797,16.000,未到转股期,87.19000000000001
7,113526,联泰转债,-1.03%,109.02,-1.04,0.83,0,0.34,AA,5.682,3.900,未到转股期,90.15
4,128057,博彦转债,0.06%,107.862,2.51,1.09,0,1.53,AA-,5.797,5.758,未到转股期,91.048
16,127007,湖广转债,0.69%,110.755,1.66,2.24,1,0.51,AA+,5.112,13.276,127007,87.00500000000001
14,113523,伟明转债,0.14%,110.36,1.78,2.39,0,0.81,AA,5.564,6.700,未到转股期,87.25
2,128053,尚荣转债,-0.98%,105.551,-0.97,2.44,0,1.58,AA,5.745,7.500,未到转股期,92.009
17,123012,万顺转债,-0.30%,110.16,2.52,3.59,0,0.2,AA-,5.173,1.703,123012,86.25
9,128063,未来转债,0.42%,107.006,2.28,4.26,0,3.27,AA-,5.877,6.300,未到转股期,88.734
3,128049,华源转债,0.08%,104.2,0.94,4.47,0,1.95,AA-,5.529,4.000,未到转股期,91.33
13,123013,横河转债,-2.03%,107.2,1.07,5.38,0,1.66,A+,5.189,0.383,123013,87.42
27,128025,特一转债,-0.38%,109.613,-0.25,5.98,1,0.14,AA-,4.551,3.394,128025,84.407
1,127013,创维转债,0.24%,100.108,9.99,6.17,0,2.92,AA,5.91,10.400,未到转股期,93.722
21,110047,山鹰转债,-0.55%,108.15,-1.16,6.24,0,1.71,AA+,5.512,23.000,未到转股期,85.61
11,128062,亚药转债,-0.74%,104.9,-4.82,6.93,0,2.37,AA,5.874,9.650,未到转股期,88.16999999999999
5,128064,司尔转债,-0.31%,100.392,-0.69,8.93,0,2.42,AA,5.89,8.000,未到转股期,90.678
TOTAL,,,,109.30533333333334,,1.9222222222222218,,,,,,,
