,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
1,128062,亚药转债,-2.29%,105.678,-2.61,2.53,0,2.24,AA,5.882,9.650,未到转股期,91.792
2,113514,威帝转债,-1.99%,101.51,-1.58,7.5,0,2.31,A+,4.178,1.999,191514,90.99
9,128050,钧达转债,-2.57%,105.5,-5.75,6.04,0,3.02,AA-,5.573,3.200,未到转股期,88.46
11,128056,今飞转债,-2.24%,99.9,-4.3,13.03,0,3.54,A+,5.792,3.680,未到转股期,87.07
15,128060,中装转债,-2.07%,98.16,-3.82,15.78,0,2.52,AA,5.863,5.250,未到转股期,86.06
20,123011,德尔转债,-1.70%,100.268,-1.96,15.12,0,3.21,AA-,5.175,5.556,123011,84.612
23,123023,迪森转债,-1.89%,99.93,-5.37,16.29,0,2.52,AA,5.847,6.000,未到转股期,83.78
24,113528,长城转债,-2.26%,98.57,-3.8,17.7,0,3.24,AA-,5.795,6.340,未到转股期,83.73
28,113524,奇精转债,-2.25%,100.17,-4.1,17.16,0,3.08,AA,5.584,3.300,未到转股期,82.67
42,113016,小康转债,-1.25%,97.1,0.0,23.54,1,3.06,AA,4.477,8.814,191016,79.36000000000001
48,127003,海印转债,-1.45%,101.61,-3.4,20.26,2,4.01,AA,3.063,11.108,127003,78.13
54,128044,岭南转债,-1.42%,100.8,-4.88,22.05,1,2.09,AA,5.249,6.594,128044,77.15
58,123024,岱勒转债,-1.50%,98.011,-7.76,25.22,0,3.09,A+,4.849,2.100,未到转股期,76.769
64,123019,中来转债,-2.04%,101.802,-6.45,22.43,0,3.68,AA-,5.784,10.000,未到转股期,75.768
66,128018,时达转债,-0.78%,97.601,-2.21,26.67,1,2.94,AA,4.477,8.823,128018,75.729
78,113505,杭电转债,-1.93%,102.0,-4.94,24.76,0,2.16,AA,4.805,7.767,191505,73.24
90,123010,博世转债,0.41%,101.42,-3.69,27.41,1,2.23,AA-,5.14,4.298,123010,71.17
TOTAL,,,,100.59000000000002,-3.918823529411765,17.85235294117647,,2.878823529411765,,,,,
