,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,123018,溢利转债,0.05%,110.158,0.1,-5.37,0,0.84,AA-,5.589,6.650,未到转股期,95.212
28,113533,参林转债,-0.75%,117.13,-3.33,-1.52,0,-0.59,AA,5.871,10.000,未到转股期,84.39
3,128063,未来转债,1.89%,109.03,6.47,-0.22,0,2.94,AA-,5.874,6.300,未到转股期,91.19
7,113526,联泰转债,0.55%,109.62,1.05,0.33,0,0.24,AA,5.679,3.900,未到转股期,90.05
4,128057,博彦转债,0.62%,108.534,1.17,0.54,0,1.42,AA-,5.795,5.758,未到转股期,90.92599999999999
26,110052,贵广转债,-0.03%,113.57,-2.26,1.47,0,0.83,AA+,5.795,16.000,未到转股期,84.96000000000001
1,128053,尚荣转债,0.71%,106.3,1.57,1.57,0,1.45,AA,5.742,7.500,未到转股期,92.13000000000001
20,123012,万顺转债,0.96%,111.22,1.58,2.96,0,0.01,AA-,5.17,1.703,123012,85.82000000000001
17,127007,湖广转债,0.14%,110.906,-0.58,2.98,1,0.48,AA+,5.11,13.276,127007,86.11399999999999
15,113523,伟明转债,0.02%,110.38,-0.74,3.18,0,0.8,AA,5.562,6.700,未到转股期,86.44
2,128062,亚药转债,0.21%,105.122,3.5,3.54,0,2.33,AA,5.871,9.650,未到转股期,91.338
13,123013,横河转债,1.34%,108.637,2.97,3.71,0,1.39,A+,5.186,0.383,123013,87.653
8,128049,华源转债,1.15%,105.4,1.06,4.57,0,1.74,AA-,5.526,4.000,未到转股期,90.03
22,128025,特一转债,-0.11%,109.49,0.75,5.07,1,0.17,AA-,4.548,3.394,128025,85.44
18,110047,山鹰转债,0.12%,108.28,0.59,5.74,0,1.68,AA+,5.51,23.000,未到转股期,85.98
5,128064,司尔转债,0.31%,100.703,0.69,8.52,0,2.37,AA,5.888,8.000,未到转股期,90.777
9,113514,威帝转债,0.94%,101.43,1.85,8.78,0,2.33,A+,4.167,1.999,191514,89.78999999999999
10,127013,创维转债,0.89%,101.0,-2.11,9.43,0,2.76,AA,5.907,10.400,未到转股期,89.57
TOTAL,,,,108.16166666666668,,3.0711111111111107,,,,,,,
