,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
13,128055,长青转2,-0.37%,122.35,4.1,-8.52,0,-1.01,AA,5.792,9.138,未到转股期,86.17
4,123018,溢利转债,1.05%,113.032,0.31,-2.5,0,0.36,AA-,5.603,6.650,未到转股期,89.468
8,113526,联泰转债,0.36%,113.92,0.77,-2.07,0,-0.45,AA,5.693,3.900,未到转股期,88.14999999999999
1,128053,尚荣转债,0.30%,109.53,1.32,0.76,0,0.91,AA,5.756,7.500,未到转股期,89.71
5,128063,未来转债,-0.47%,109.179,-3.68,1.4,0,2.91,AA-,5.888,6.300,未到转股期,89.42099999999999
17,127007,湖广转债,-0.56%,112.6,-2.34,1.69,1,0.18,AA+,5.123,13.276,127007,85.71000000000001
2,128062,亚药转债,0.39%,108.155,1.71,2.2,0,1.83,AA,5.885,9.650,未到转股期,89.645
6,128050,钧达转债,0.77%,108.284,-0.26,2.57,0,2.53,AA-,5.575,3.200,未到转股期,89.146
0,128049,华源转债,0.28%,106.8,2.07,2.59,0,1.49,AA-,5.54,4.000,未到转股期,90.61
20,113523,伟明转债,0.18%,112.0,2.78,3.4,0,0.53,AA,5.575,6.700,未到转股期,84.6
16,110047,山鹰转债,0.15%,110.3,-0.28,3.77,0,1.33,AA+,5.523,23.000,未到转股期,85.93
29,123013,横河转债,-0.09%,112.577,0.1,4.77,0,0.68,A+,5.2,0.383,123013,82.653
28,128025,特一转债,0.91%,111.9,1.36,5.36,1,-0.32,AA-,4.562,3.394,128025,82.74
22,123020,富祥转债,0.71%,110.91,0.64,5.59,0,1.56,AA-,5.797,4.200,未到转股期,83.5
12,113521,科森转债,0.95%,107.08,4.05,6.48,0,1.45,AA,5.51,6.100,未到转股期,86.44
25,123001,蓝标转债,-0.27%,110.0,0.45,6.78,3,0.46,AA,2.595,1.890,123001,83.22
7,113514,威帝转债,0.30%,103.57,1.61,7.94,0,1.81,A+,4.181,1.999,191514,88.49000000000001
3,128064,司尔转债,1.32%,102.45,4.4,7.98,0,2.06,AA,5.901,8.000,未到转股期,89.57
TOTAL,,,,110.2576111111111,,2.788333333333333,,,,,,,
