,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
1,123018,溢利转债,-0.08%,110.013,0.31,-4.52,0,0.86,AA-,5.564,6.650,未到转股期,94.50699999999999
13,113526,联泰转债,3.05%,113.41,4.67,-1.99,0,-0.37,AA,5.655,3.900,未到转股期,88.58
10,113523,伟明转债,-0.68%,110.78,-0.82,-0.14,0,0.74,AA,5.537,6.700,未到转股期,89.36
2,128063,未来转债,-1.11%,107.0,-1.8,0.19,0,3.29,AA-,5.849,6.300,未到转股期,92.81
11,128039,三力转债,-2.03%,110.101,-1.54,0.78,1,0.09,AA-,5.027,2.811,128039,89.119
4,128053,尚荣转债,-0.65%,105.922,-0.58,2.0,0,1.52,AA,5.718,7.500,未到转股期,92.078
7,128057,博彦转债,-0.84%,106.1,-1.73,2.95,0,1.84,AA-,5.77,5.758,未到转股期,90.95
0,128060,中装转债,0.41%,100.598,3.4,3.07,0,2.1,AA,5.827,5.250,未到转股期,96.33200000000001
14,123012,万顺转债,-1.69%,108.143,-1.76,3.69,0,0.57,AA-,5.145,1.703,123012,88.167
29,123015,蓝盾转债,-2.38%,110.899,-3.12,3.77,1,0.42,AA,5.211,1.010,123015,85.331
17,123013,横河转债,-0.08%,107.5,0.32,5.11,0,1.61,A+,5.162,0.383,123013,87.39
22,127007,湖广转债,-0.44%,108.052,-0.61,5.39,1,1.01,AA+,5.085,13.276,127007,86.55799999999999
9,128034,江银转债,-1.80%,104.88,-1.06,5.56,2,0.96,AA+,4.663,17.583,128034,89.56
20,110047,山鹰转债,-0.74%,107.0,-0.29,5.73,0,1.92,AA+,5.485,22.995,190047,87.27
8,128049,华源转债,-0.28%,104.19,-0.27,5.88,0,1.97,AA-,5.501,4.000,未到转股期,89.93
27,128025,特一转债,-1.09%,108.299,-1.68,6.17,1,0.41,AA-,4.523,3.394,128025,85.53099999999999
6,128062,亚药转债,-2.23%,102.662,-5.41,6.24,0,2.77,AA,5.847,9.650,未到转股期,91.098
3,113514,威帝转债,-0.81%,100.21,-0.36,7.08,0,2.65,A+,4.142,1.999,191514,92.71000000000001
TOTAL,,,,106.98661111111113,,3.1644444444444444,,,,,,,
