,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
1,123018,溢利转债,0.06%,109.648,-1.25,-2.93,0,0.92,AA-,5.573,6.650,未到转股期,93.28200000000001
0,128062,亚药转债,1.24%,107.002,6.0,-2.24,0,2.03,AA,5.855,9.650,未到转股期,95.238
4,113526,联泰转债,0.93%,109.71,2.18,-0.84,0,0.23,AA,5.663,3.900,未到转股期,91.13000000000001
2,128063,未来转债,0.33%,107.621,2.07,-0.52,0,3.18,AA-,5.858,6.300,未到转股期,92.899
12,113523,伟明转债,1.71%,111.68,4.1,-0.15,0,0.59,AA,5.545,6.700,未到转股期,88.47
29,128039,三力转债,0.88%,114.05,3.96,1.53,1,-0.62,AA-,5.036,2.811,128039,84.42
5,128057,博彦转债,1.15%,107.02,5.47,1.93,0,1.68,AA-,5.778,5.758,未到转股期,91.05
6,128053,尚荣转债,0.84%,107.0,2.17,2.04,0,1.34,AA,5.726,7.500,未到转股期,90.96
16,123012,万顺转债,1.01%,110.342,2.49,2.5,0,0.17,AA-,5.153,1.703,123012,87.158
15,110047,山鹰转债,0.56%,107.92,1.18,4.79,0,1.75,AA+,5.493,23.000,190047,87.28999999999999
23,128025,特一转债,0.23%,109.1,2.56,5.35,1,0.25,AA-,4.532,3.394,128025,85.55000000000001
28,127007,湖广转债,0.12%,109.235,3.17,6.28,1,0.79,AA+,5.093,13.276,127007,84.485
10,128049,华源转债,0.44%,104.594,1.92,6.42,0,1.89,AA-,5.51,4.000,未到转股期,88.986
22,123020,富祥转债,0.28%,107.71,4.41,6.71,0,2.1,AA-,5.767,4.200,未到转股期,85.58000000000001
21,123013,横河转债,1.27%,107.545,2.08,6.85,0,1.6,A+,5.17,0.383,123013,85.605
24,128034,江银转债,-1.44%,108.022,1.07,6.88,2,0.32,AA+,4.671,17.583,128034,85.098
7,113514,威帝转债,0.11%,100.82,2.8,8.51,0,2.49,A+,4.151,1.999,191514,90.67
3,113527,维格转债,0.19%,99.69,2.31,8.78,0,3.51,AA,5.666,7.460,未到转股期,91.53
TOTAL,,,,107.70605555555557,,3.4383333333333335,,,,,,,
