,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
28,128018,时达转债,-1.02%,104.0,-1.56,11.96,1,1.43,AA,4.542,8.823,128018,84.03999999999999
3,128060,中装转债,-1.41%,104.698,-4.31,5.2,0,1.37,AA,5.929,5.250,未到转股期,90.102
1,128044,岭南转债,-3.06%,105.67,-1.51,3.36,1,1.14,AA,5.315,6.594,128044,90.97
25,128033,迪龙转债,-1.79%,105.7,-3.96,9.21,1,0.93,AA,4.682,5.199,128033,85.09
14,123024,岱勒转债,-2.02%,106.12,-2.56,6.76,0,1.38,A+,4.915,2.100,未到转股期,87.11999999999999
26,123010,博世转债,-1.00%,106.45,-0.16,8.81,1,1.23,AA-,5.205,4.298,123010,84.74
0,128050,钧达转债,-0.90%,106.5,1.65,1.46,0,2.81,AA-,5.638,3.200,未到转股期,92.04
18,123019,中来转债,-1.03%,107.5,-3.46,6.35,0,2.66,AA-,5.849,10.000,未到转股期,86.15
15,113528,长城转债,-1.41%,107.51,-3.41,5.59,0,1.65,AA-,5.86,6.340,未到转股期,86.89999999999999
2,113514,威帝转债,-2.27%,107.61,-1.57,1.77,0,0.85,A+,4.244,1.999,191514,90.62
11,113017,吉视转债,-0.31%,107.62,3.05,4.79,0,0.54,AA+,4.682,15.592,191017,87.58999999999999
4,113524,奇精转债,-1.25%,107.71,-0.45,2.5,0,1.71,AA,5.649,3.300,未到转股期,89.79
5,123023,迪森转债,-1.47%,108.385,-2.01,2.56,0,1.07,AA,5.912,6.000,未到转股期,89.05499999999999
23,113505,杭电转债,-3.36%,108.8,-6.85,6.03,0,0.76,AA,4.871,7.767,191505,85.17
13,123011,德尔转债,-2.68%,109.0,-3.97,3.6,0,1.49,AA-,5.241,5.556,123011,87.4
17,128056,今飞转债,-1.40%,109.0,-2.88,4.69,0,1.93,A+,5.858,3.680,未到转股期,86.31
19,128057,博彦转债,-1.41%,111.2,-2.82,2.67,0,0.98,AA-,5.871,5.758,未到转股期,86.13
16,113526,联泰转债,-2.13%,111.39,-2.39,1.73,0,-0.05,AA,5.756,3.900,未到转股期,86.88
TOTAL,,,,107.49238888888891,,4.946666666666668,,,,,,,
