,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,0.24%,105.6,-1.11,5.26,0,1.21,AA,5.942,5.250,未到转股期,89.14
1,123023,迪森转债,0.63%,109.9,-1.72,1.65,0,0.83,AA,5.926,6.000,未到转股期,88.44999999999999
2,128056,今飞转债,1.35%,111.51,2.43,0.04,0,1.52,A+,5.871,3.680,未到转股期,88.44999999999999
3,123024,岱勒转债,-0.19%,108.8,-4.55,3.21,0,0.85,A+,4.929,2.100,未到转股期,87.99000000000001
5,113505,杭电转债,2.14%,110.66,7.34,2.11,0,0.4,AA,4.885,7.799,191505,87.23
7,113524,奇精转债,0.70%,108.73,1.92,4.35,0,1.53,AA,5.663,3.300,未到转股期,86.92
10,123011,德尔转债,1.10%,110.964,-0.79,2.82,0,1.14,AA-,5.255,5.556,123011,86.21600000000001
12,113514,威帝转债,1.39%,112.15,0.15,2.3,0,-0.14,A+,4.258,1.999,191514,85.55
13,113528,长城转债,-0.05%,109.45,-1.37,5.06,0,1.33,AA-,5.874,6.340,未到转股期,85.49
14,127003,海印转债,0.47%,108.237,-0.97,7.18,2,1.79,AA,3.142,11.108,127003,84.583
15,123019,中来转债,0.03%,109.6,-3.43,5.91,0,2.3,AA-,5.863,10.000,未到转股期,84.49000000000001
19,128033,迪龙转债,-0.59%,108.5,-1.84,7.91,1,0.36,AA,4.696,5.199,128033,83.59
20,128050,钧达转债,-0.03%,108.37,-0.77,8.07,0,2.48,AA-,5.652,3.200,未到转股期,83.56
22,128040,华通转债,0.00%,113.899,0.0,3.01,0,-0.1,AA-,5.159,2.238,128040,83.091
24,113016,小康转债,0.57%,107.31,-1.64,9.8,1,0.72,AA,4.556,8.814,191016,82.89
25,128018,时达转债,-0.70%,105.95,-2.34,11.18,1,1.01,AA,4.556,8.823,128018,82.87
26,128043,东音转债,0.00%,114.09,0.0,3.42,1,0.24,AA-,5.296,2.714,128043,82.49
34,123010,博世转债,0.10%,108.781,-0.57,10.2,1,0.8,AA-,5.219,4.298,123010,81.01899999999999
TOTAL,,,,109.58338888888889,-0.5144444444444444,5.193333333333333,,1.0149999999999997,,,,,
