,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
10,128066,亚泰转债,-0.02%,105.33,1.4,19.45,1,2.26,AA-,5.2,1.48,4.799,128066,80.08250000000001
15,113541,荣晟转债,0.32%,104.01,0.51,24.02,0,1.98,AA-,5.463,1.95,3.3,191541,77.975
17,128069,华森转债,2.57%,118.74,3.03,5.08,0,0.28,AA-,5.386,7.92,3.0,128069,77.45
19,123034,通光转债,0.45%,102.26,1.43,28.11,0,2.65,A+,5.748,2.1,2.97,未到转股期,76.6575
28,113546,迪贝转债,-0.40%,101.46,2.02,32.11,0,3.22, A+,5.715,2.21,2.3,未到转股期,74.45750000000001
41,113027,华钰转债,0.74%,102.59,1.7,34.28,0,2.23,AA,5.356,1.91,6.4,191027,71.69999999999999
45,128056,今飞转债,0.78%,99.153,2.35,40.35,0,4.22,A+,5.068,1.65,3.68,128056,70.58449999999999
52,128070,智能转债,-0.45%,103.33,2.84,36.11,0,2.56,A+,5.408,3.3,2.3,128070,69.5875
54,110058,永鼎转债,0.88%,101.67,5.06,38.64,1,2.5,AA,5.195,1.68,9.798,190058,69.35
102,128018,时达转债,0.48%,99.268,2.27,49.1,1,2.9,AA,3.753,1.15,8.823,128018,63.907
124,113528,长城转债,0.02%,100.44,1.99,51.8,0,3.33,AA-,5.071,1.51,6.339,191528,60.71000000000001
125,123023,迪森转债,0.87%,101.154,1.69,50.89,0,2.65,AA,5.123,1.12,6.0,123023,60.6785
147,128015,久其转债,5.55%,108.0,7.14,45.23,1,1.06,A+,3.34,4.51,7.796,128015,58.0775
150,127003,海印转债,-0.01%,102.26,2.55,53.14,2,4.57,AA,2.34,1.22,9.415,127003,57.88499999999999
165,128062,亚药转债,1.79%,90.3,9.99,73.04,0,5.8,A+,5.159,1.69,9.646,128062,54.92
175,123004,铁汉转债,0.83%,100.458,1.66,63.19,1,2.37,AA,3.868,0.89,8.332,123004,52.1495
186,128050,钧达转债,0.05%,98.54,4.44,71.02,0,4.87,AA-,4.849,1.73,3.199,128050,48.19499999999999
199,128053,尚荣转债,12.25%,154.9,10.0,7.59,0,-5.81,AA,5.03,2.12,7.318,128053,39.40749999999999
TOTAL,,,,105.21461111111111,3.448333333333333,40.175,,2.424444444444444,,,,,,
