,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
0,128082,华锋转债,-1.50%,107.78,-2.76,15.31,0,2.21,A+,5.808,1.72,3.52,未到转股期,80.7375
1,128087,孚日转债,-0.72%,109.9,-2.36,13.27,0,0.53,AA,5.847,1.55,6.5,未到转股期,80.1475
2,123026,中环转债,0.21%,112.777,2.45,10.53,0,-0.35,AA-,4.326,2.46,2.329,123026,79.3255
3,113561,正裕转债,0.83%,106.79,2.99,19.02,0,1.83,A+,5.882,2.39,2.9,未到转股期,78.945
4,128025,特一转债,-1.11%,114.901,-1.97,8.38,1,-1.2,AA-,3.814,2.98,2.992,128025,78.81400000000001
5,128076,金轮转债,-0.57%,105.35,-1.89,21.23,0,1.64,AA-,5.671,1.21,2.14,未到转股期,78.7275
6,128049,华源转债,0.48%,110.09,-0.55,14.98,0,0.97,AA-,4.792,1.49,3.999,128049,78.675
7,128066,亚泰转债,-0.86%,107.331,-1.41,19.62,1,1.89,AA-,5.178,1.51,4.799,128066,77.954
8,123030,九洲转债,-0.28%,108.066,-2.44,18.69,0,2.04,AA-,5.518,0.88,3.08,未到转股期,77.9165
9,128091,新天转债,-0.57%,113.155,-2.69,11.93,0,1.03,A+,5.882,2.74,1.77,未到转股期,77.8975
10,113541,荣晟转债,-0.71%,105.3,-2.01,22.44,0,1.75,AA-,5.441,2.0,3.3,191541,77.87
11,113546,迪贝转债,-0.82%,103.45,-1.74,25.16,0,2.87, A+,5.693,2.38,2.3,未到转股期,77.67999999999999
12,123034,通光转债,-0.57%,103.9,-1.78,25.06,0,2.37,A+,5.726,2.18,2.97,未到转股期,77.30499999999999
13,128085,鸿达转债,-0.35%,114.4,-3.08,11.32,0,1.53,AA,5.844,1.61,24.27,未到转股期,77.11
14,123028,清水转债,-0.31%,107.82,1.13,20.19,0,2.47,AA-,5.348,1.46,4.898,123028,77.03750000000001
