,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
4,128076,金轮转债,0.28%,105.9,1.22,19.66,0,1.54,AA-,5.674,1.23,2.14,未到转股期,79.35499999999999
7,123034,通光转债,0.27%,103.98,0.75,23.48,0,2.35,A+,5.729,2.21,2.97,未到转股期,78.41
9,113541,荣晟转债,0.31%,106.11,0.92,20.98,0,1.6,AA-,5.444,2.04,3.3,191541,78.155
12,113546,迪贝转债,0.62%,103.88,1.74,26.01,0,2.79, A+,5.696,2.37,2.3,未到转股期,76.61250000000001
14,128066,亚泰转债,0.82%,108.58,0.6,20.02,1,1.66,AA-,5.181,1.52,4.799,128066,76.405
17,128069,华森转债,-0.23%,115.4,-0.8,11.88,0,0.83,AA-,5.367,7.23,3.0,128069,75.69
26,128070,智能转债,0.24%,103.295,0.94,30.84,0,2.58,A+,5.389,3.43,2.3,128070,73.575
37,110058,永鼎转债,0.61%,103.56,1.81,34.06,1,2.14,AA,5.175,1.77,9.798,190058,70.895
42,128056,今飞转债,0.11%,100.9,0.61,39.04,0,3.87,A+,5.049,1.7,3.68,128056,69.82
51,113027,华钰转债,1.32%,105.8,1.26,34.16,0,1.64,AA,5.337,1.97,6.4,191027,68.58000000000001
69,128018,时达转债,0.67%,101.33,0.57,43.79,1,2.34,AA,3.734,1.22,8.823,128018,65.8275
79,123023,迪森转债,0.20%,101.6,0.6,44.65,0,2.56,AA,5.104,1.18,6.0,123023,64.91250000000001
92,113528,长城转债,0.63%,102.44,1.19,45.14,0,2.93,AA-,5.052,1.61,6.339,191528,63.705
120,128015,久其转债,0.61%,109.663,1.38,41.06,1,0.59,A+,3.321,4.72,7.796,128015,59.542
130,127003,海印转债,0.23%,104.19,1.46,50.04,2,3.75,AA,2.321,1.27,9.415,127003,58.28
150,123004,铁汉转债,-0.21%,101.589,0.79,57.94,1,2.08,AA,3.849,0.93,8.332,123004,54.956
177,128050,钧达转债,0.34%,100.94,0.54,66.76,0,4.36,AA-,4.83,1.81,3.199,128050,48.989999999999995
191,128062,亚药转债,0.59%,91.539,-2.02,91.7,0,5.54,A+,5.14,1.54,9.646,128062,39.68599999999999
TOTAL,,,,103.92755555555556,0.7533333333333333,38.95611111111111,,2.5083333333333333,,,,,,
