,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
34,113527,维格转债,-1.37%,97.3,-7.48,42.76,0,4.45,AA,4.945,0.71,7.459,191527,70.63
44,113524,奇精转债,0.14%,103.85,-0.09,36.84,0,2.71,AA,4.836,2.02,3.3,191524,68.52000000000001
45,110058,永鼎转债,0.17%,103.87,-0.51,36.88,1,2.08,AA,5.17,1.74,9.798,190058,68.47
4,113546,迪贝转债,0.51%,103.98,1.7,23.69,0,2.78, A+,5.69,2.42,2.3,未到转股期,78.2525
29,128070,智能转债,0.59%,104.0,-0.4,32.07,0,2.45,A+,5.384,3.42,2.3,128070,71.94749999999999
13,123034,通光转债,0.25%,104.162,0.15,25.18,0,2.33,A+,5.723,2.19,2.97,未到转股期,76.953
7,113541,荣晟转债,0.12%,105.43,0.06,22.51,0,1.73,AA-,5.438,2.0,3.3,191541,77.6875
3,128076,金轮转债,0.17%,105.53,0.0,21.44,0,1.6,AA-,5.668,1.21,2.14,未到转股期,78.39
40,113027,华钰转债,0.45%,105.99,1.12,32.42,0,1.61,AA,5.332,2.0,6.4,191027,69.69500000000001
18,113549,白电转债,0.19%,106.02,-0.79,26.58,0,1.46,AA,5.753,1.46,8.8,未到转股期,74.045
28,123011,德尔转债,0.17%,106.185,0.21,28.86,0,2.29,AA-,4.427,1.61,2.508,123011,72.17
25,128073,哈尔转债,0.00%,106.499,-1.02,27.62,0,1.88,AA-,4.523,2.14,3.0,未到转股期,72.786
8,113561,正裕转债,0.43%,107.25,-0.55,20.19,0,1.75,A+,5.879,2.38,2.9,未到转股期,77.6075
11,128066,亚泰转债,0.06%,107.393,-0.6,20.41,1,1.88,AA-,5.175,1.5,4.799,128066,77.2995
0,128082,华锋转债,0.00%,107.78,-1.06,16.54,0,2.21,A+,5.805,1.7,3.52,未到转股期,79.815
20,123028,清水转债,0.35%,108.2,-2.61,23.85,0,2.4,AA-,5.345,1.42,4.898,123028,73.9125
37,113545,金能转债,-1.28%,109.23,-0.81,27.32,0,0.98,AA,5.666,1.21,15.0,未到转股期,70.28
15,123030,九洲转债,1.13%,109.282,0.19,19.79,0,1.82,AA-,5.515,0.88,3.08,未到转股期,75.8755
TOTAL,,,,105.66394444444444,,26.94166666666667,,,,,,,,
